sim_id,trajectory_id,trajectory_type,disturbed_inputs,simulation_time (s),time_sample (s),N,M,mpc_success,num_iterations,mpc_RMSe,mpc_execution_time (s),operation_mode,failed_rotors,ang_speed_percentages (%),mpc_min_phi (rad),mpc_max_phi (rad),mpc_mean_phi (rad),mpc_std_phi (rad),mpc_min_theta (rad),mpc_max_theta (rad),mpc_mean_theta (rad),mpc_std_theta (rad),mpc_min_psi (rad),mpc_max_psi (rad),mpc_mean_psi (rad),mpc_std_psi (rad),mpc_max_omega0,mpc_max_omega1,mpc_max_omega2,mpc_max_omega3,mpc_max_omega4,mpc_max_omega5,mpc_max_omega6,mpc_max_omega7,nn_success,nn_execution_time (s),nn_RMSe,nn_min_phi (rad),nn_max_phi (rad),nn_mean_phi (rad),nn_std_phi (rad),nn_min_theta (rad),nn_max_theta (rad),nn_mean_theta (rad),nn_std_theta (rad),nn_min_psi (rad),nn_max_psi (rad),nn_mean_psi (rad),nn_std_psi (rad),nn_min_omega_squared,nn_max_omega0,nn_max_omega1,nn_max_omega2,nn_max_omega3,nn_max_omega4,nn_max_omega5,nn_max_omega6,nn_max_omega7,radius (m),period (s),inter_position_RMSe,RMSe_u0,RMSe_u1,RMSe_u2,RMSe_u3,RMSe_u4,RMSe_u5,RMSe_u6,RMSe_u7
1,1,circle_xy,False,26,0.02,60,10,True,1299.0,0.3739093282150021,31.36252569986391,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.3121316744076175,0.14073619631034298,-0.0003405143485594787,0.10087194846386777,-0.6337876930397007,0.27528182356633113,-0.01429429035800659,0.13245157814654732,-0.18251395065538686,0.07698867278486937,-0.01111424826244253,0.03190006425637622,143.07230609392226,298.99845251201066,316.59398127472315,203.74537249490646,258.811224285686,205.84283412056703,318.57557106086597,299.24080743247214,True,3.471610800072085,0.39402683450037407,-0.39909826202488075,0.17304650159668397,-0.0022246841298917083,0.11746660889976383,-0.6550141435095506,0.19519136802464618,-0.015420652084053597,0.13397219950597644,-0.3304379067697761,0.004439329899111314,-0.051052803035162124,0.05287005008302908,0.0,202.33479567801982,302.5553662391243,321.48178082387614,207.6950825339662,263.36822617159805,210.05381745940977,321.61724343556983,304.87297460981034,5.0,13.0,0.12230835003438133,8.31802790096607,3.8537126058351565,3.822450239640831,3.1247744578215335,4.478553924151397,3.1746386351389413,3.8933088576093526,4.345331682006155
2,1,circle_xy,False,26,0.02,60,10,True,1299.0,0.3823728868831462,28.507366000048933,total_failure,1,100.0-0.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7167363648686098,0.2791942741518429,-0.005871076875924685,0.1450456111341006,-0.6338916414954491,0.40066044786177357,-0.012804346700757164,0.14677846909850245,-0.18450323911858027,0.6165717600581827,0.01635980207638001,0.12335496950370849,290.8531007204294,143.0723060939223,290.53120724875464,305.6988102869253,270.94623970278695,270.94665585958484,270.94624047325885,310.1914905574459,True,4.125628400142887,0.48365318418659414,-0.6812784161547533,0.3785079565233512,-0.0018345346880766409,0.12791680279747258,-0.6272543537424708,0.3049634010959398,-0.017627299060909075,0.14486443668394236,-0.06517636923252607,0.1538896366953938,0.01229797773742083,0.03611736683226338,0.0,314.01828939580815,202.33479567801982,312.180166672676,328.71912666537156,218.2979184205752,269.8755158994775,216.3716716980094,329.96139965470616,5.0,13.0,0.33638063252053524,15.41140523426458,8.318027901173247,16.07094957857302,15.917279256235412,10.802181861406776,13.003467262814487,12.286416400557064,15.695661115074502
3,1,circle_xy,False,26,0.02,60,10,True,1299.0,0.3639870804794339,29.42013479997695,total_failure,2,100.0-100.0-0.0-100.0-100.0-100.0-100.0-100.0,-0.2080833019550833,0.1406991268077337,0.0005436383653187253,0.10112325920154148,-0.6126653709082883,0.1889689167659136,-0.01432503010038814,0.12870318395269603,-0.2806205628977287,0.025078796415247642,-0.01690900614793348,0.05000197386458591,315.2473035495373,296.89439633267705,143.07230609391948,297.4168011450482,315.89806276963276,205.6432775590049,258.7607446450577,204.8870116779521,True,4.667310599885241,0.49507384454113423,-0.6467991299921646,0.24373121010223686,-0.007102200616234792,0.13364235197759086,-0.6105954816473902,0.630629784446966,-0.019630212901948968,0.15547350558797723,-0.543121385921864,0.2116598983013483,-0.018353351140134963,0.10390900483278433,0.0,326.5619915686333,306.09726063910847,202.33479567801982,304.0441534648034,326.71833079214673,211.25355944881727,265.11238908331984,210.17601048870029,5.0,13.0,0.21214724027242618,9.577412363637977,9.104975585176009,8.318027900966156,9.387607989569746,10.21985340031095,8.107584355787262,8.177472979065191,6.797040357465038
4,1,circle_xy,False,26,0.02,60,10,True,1299.0,3.3434192001714074,107.81938650000666,total_failure,3,100.0-100.0-100.0-0.0-100.0-100.0-100.0-100.0,-1.6294170922743436,1.9907060733684296,0.02031916136551448,0.34636114915060007,-1.1062478349656673,0.7460812363045046,-0.01090165062197535,0.31203085196709734,-2.1021404914238597,1.2263182410928781,0.00014293261209627868,0.45257319156401316,324.7433530548694,342.77097539070564,342.77196927992657,143.07230609392235,342.7724963814185,342.77249638141654,305.4103897619303,342.7708079015062,True,4.734239299919864,0.3384047849658504,-0.2588461945819392,0.14432704906328347,-0.0023003172209941363,0.10674456906136054,-0.7046465895728816,0.22327965891536877,-0.013773228886789238,0.14005111248733818,-0.10295122758554277,0.24021751802310706,-0.010553055035842708,0.04522625134627806,0.0,207.62633482170497,303.8466641392936,292.2907078160085,202.33479567801982,290.5610587474407,305.53391178750564,214.4512414486565,252.74242611803808,5.0,13.0,3.2658028892202235,51.997708252319484,32.882676928129584,39.93171289283559,9.067873656413026,39.69892950832651,39.42861503595651,39.44904017578887,47.7193826608857
5,1,circle_xy,False,26,0.02,60,10,True,1299.0,0.934931460390619,30.934940200117126,total_failure,4,100.0-100.0-100.0-100.0-0.0-100.0-100.0-100.0,-0.7143961854181555,1.7933732741457142,0.009125145510025988,0.2448314520325408,-0.7112125117099823,0.6883651209204845,-0.014341808644237022,0.18109436167751825,-0.8390508210509536,0.3286043654384335,-0.03044531502174653,0.17143406325037622,305.2569703020277,305.4054010000342,342.2812853797412,342.7724460295614,143.07230609392226,342.7724460295615,342.7707879092147,305.40535812063564,True,5.558727900104714,0.3556810317629545,-0.21684184788814057,0.1376894216347833,0.0004795727384854395,0.10088551413084029,-0.6621577773662138,0.2298310782911373,-0.013828943139661458,0.13508635743525352,-0.14889111226916388,0.06829896674161996,-0.023011990950203898,0.02775315404870504,0.0,264.01752344105523,205.56815287021826,319.5220267533733,303.079073305968,202.33479567801982,302.2034658170999,321.4997924500653,211.11499869895496,5.0,13.0,0.7632644635830415,28.30450865641563,16.71546258541188,21.224371271003758,22.855554776683867,8.270088489575503,22.33131153270047,21.423539995810476,17.302930381074685
6,1,circle_xy,False,26,0.02,60,10,False,nan,nan,nan,total_failure,5,100.0-100.0-100.0-100.0-100.0-0.0-100.0-100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,5.57765089989698,0.29105509583641215,-0.21251807925695818,0.1519373064012227,0.00022047815485003197,0.1007206725044006,-0.6594703067396878,0.2377146133961183,-0.014670699403122274,0.13440359406395153,-0.04264021960458527,0.12772057254469474,-0.006599699432573734,0.02141977797636708,0.0,206.9889732656956,251.80570981684343,202.33479567801982,306.9716017507962,297.17139786643736,202.33479567801982,292.1619004327734,310.6175778854098,5.0,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,1,circle_xy,False,26,0.02,60,10,True,1299,0.409857256649786,28.827834999901825,total_failure,6,100.0-100.0-100.0-100.0-100.0-100.0-0.0-100.0,-0.21354360447231693,0.14078334593257946,0.00024581913653491666,0.09876480382646462,-0.6804308571093312,0.26624351385204287,-0.01418961506670268,0.13612329453816846,-0.20847942601037942,0.028370217468784743,-0.013470385064825239,0.03745190950562712,322.44787370563176,208.32603364624066,260.7515657399728,209.40475099071367,323.3883133886902,304.86927593962514,143.0723060939223,305.14457686818986,True,5.108411999994132,0.34921430830857114,-0.2283295907432066,0.15414379446140306,0.0005429218056855138,0.10437684437054875,-0.6424216542038038,0.21816388951130322,-0.014035950016020022,0.13637946959126196,-0.1745760259722023,0.0636640162787676,-0.01459643992326559,0.03586452441827104,0.0,316.92214935311273,204.71461043601542,259.92796845293583,204.53380389895582,317.12863011586757,301.14195032078663,202.33479567801982,301.372913482717,5.0,13.0,0.16529400666412764,4.5652185215143755,3.8635254175755676,4.633282417086198,3.607663853999737,4.732263939939505,4.103111368116481,9.139722136197287,3.880211004305103
8,1,circle_xy,False,26,0.02,60,10,True,1299,0.7320246809647551,27.506980300022406,total_failure,7,100.0-100.0-100.0-100.0-100.0-100.0-100.0-0.0,-0.7056133030649581,0.4037621339496491,-0.01354712686423994,0.17023470430445153,-0.699559776252414,0.7000198645105487,-0.017152379030570365,0.19854178488343815,-0.5011444787323821,0.7770803197815073,0.004786315431742527,0.15424376576755972,328.4241439666205,321.5967678871403,270.9462339661779,270.94665585958467,270.9462352563391,330.8999669908726,320.0469735935779,143.0723060939223,True,5.4867929999600165,0.3268934548842735,-0.3503484171434365,0.15340181322260144,-0.002128424660061893,0.10738970081412026,-0.6345041976858388,0.24909757256874157,-0.015180467125435325,0.1359404984056123,-0.19591312929904955,0.014319778227936335,-0.027815472566346994,0.035370749966912356,0.0,300.77487290724963,306.5676240169181,202.33479567801982,262.33815685246395,205.06184163532663,308.35725225520133,298.7767084544226,202.33479567801982,5.0,13.0,0.6427376727596624,15.776540526536307,16.12072604179979,15.647092501077418,14.036663205814117,13.815573139551987,17.98285264994841,16.371157961622906,8.3205664959645
1,1,lissajous_xy,False,30,0.02,60,10,True,1499,0.1723217114135695,35.111831899885146,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.6985114056390316,0.2041548538388614,-0.0020835449492862933,0.07473930720581118,-0.24639902706459804,0.14737316719981403,0.0008393190151305502,0.10130332350216333,-0.3331358143542797,0.04443249799558384,-0.012614805997078099,0.05756831127413479,143.07230609392218,304.0919206198378,274.1433762980994,270.9462335274471,270.94665585958484,270.9462338912385,278.51890053799514,304.7976945971872,True,5.854643499944359,0.3161761639430075,-0.31534720257375576,0.22374014809082288,-0.003707068383192741,0.07201005236999929,-0.2904704666971528,0.15989887535360633,0.0014612208814525972,0.10149299586446177,-0.0913145043934587,0.04412824055688348,-0.020080339892099345,0.024956513012306013,0.0,202.33479567801982,287.75132502636626,311.24199335903853,202.33479567801982,248.3976923688573,202.33479567801982,309.26546973001496,290.4749854767362,3.0,10.0,0.26351455548360336,7.740059942599791,11.752900550006869,11.300139638092272,7.404361115142352,9.676653691794083,8.8639662033883,9.965705352305676,11.306639677262154
2,1,lissajous_xy,False,30,0.02,60,10,True,1499,0.18889148813130585,33.969151000310376,total_failure,1,100.0-0.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7268674949968132,0.20238030617703082,-0.004561885013690764,0.07197646247011535,-0.5403968541562115,0.14771736435764063,0.0005690675480516691,0.10695847726448658,-0.04145508221849745,0.4418569813625237,0.01785565028904145,0.0779888140549623,298.00575639652857,143.07230609392224,288.3902556274136,280.9885597493764,270.94623385294534,270.9466558595849,270.946233567145,287.7458725745567,True,6.322664299848839,0.3486824212679594,-0.43962991320015415,0.4603359743410819,-0.00680461360572788,0.0955157453927563,-0.2402127910416019,0.18395326063047876,0.0008290439650027809,0.11082327383097333,-0.04672756438084962,0.18120020887308266,0.025165285693309204,0.04251600840244963,0.0,288.90152700042063,202.33479567801982,289.26175023429033,307.7249553874326,203.21980452567576,248.9998442575153,202.33479567801982,308.9027598130098,3.0,10.0,0.2738916919852256,11.196224743808612,7.74326564272722,12.174513125758669,11.897010635411604,8.12001823407388,9.302626591974851,9.218453738255352,10.952508973220212
3,1,lissajous_xy,False,30,0.02,60,10,True,1499,0.25294746317491296,37.4893918000671,total_failure,2,100.0-100.0-0.0-100.0-100.0-100.0-100.0-100.0,-0.3309098327432475,0.21274941638881348,-0.0027745683102584234,0.06738856191491178,-0.1702131192559638,0.14725462080151858,0.0010445265798108589,0.09919985920054844,-0.11218143885498234,0.022167329115238516,-0.004278228069865194,0.019580801711729576,301.2032236547842,282.87511100898837,143.07230609392232,282.66005568630464,300.8356117775183,193.90111616469127,244.6351089387982,193.85516485197056,True,6.673988500289852,0.20657251585337053,-0.4245192069174966,0.15530828280567016,-0.00431937554128382,0.07057725996951057,-0.40602582998362846,0.16944007145138948,0.0006898625070438129,0.10890960753731156,-0.03435241793582813,0.1391088439153635,0.01046321038523466,0.026986482993970006,0.0,289.2006188723584,270.8086575630444,202.33479567801982,270.0316823451512,289.01936621780607,202.33479567801982,233.23059984356453,202.33479567801982,3.0,10.0,0.15364044178177597,9.640283104331544,8.560610351846254,7.743265167310017,8.64385115543597,9.521826303487893,6.686440545634455,8.78315550624305,6.714815706603463
4,1,lissajous_xy,False,30,0.02,60,10,True,1499,0.2565875114949127,34.03300879999733,total_failure,3,100.0-100.0-100.0-0.0-100.0-100.0-100.0-100.0,-0.34686844207903683,0.20283829661058578,-0.0035464707557355613,0.0665291624112628,-0.16327005938038155,0.1476963740071296,0.0011463854054885327,0.09878769332511393,-0.01094693920145386,0.09960698613902802,0.004995004510967032,0.019520153109972006,193.7128152770754,300.44674852953364,283.03549014706533,143.0723060939223,282.4204405444021,300.30617138777905,193.7576735774189,243.8053011353866,True,5.75549449997925,0.18332589367604363,-0.41876469902003133,0.1670581054731985,-0.00577244365495447,0.07005702442638302,-0.37067680667293557,0.19215360563132103,0.0016980369295197236,0.10635732525686183,-0.0914917048349676,0.19363802932550456,0.010878789513640337,0.04107293603627894,0.0,202.33479567801982,278.6997577201081,271.46397165045954,202.33479567801982,267.86964721928035,282.2947416253381,203.11222577717209,237.8230456324143,3.0,10.0,0.15797348335606784,7.7649333997012135,10.232006925460224,9.587128109904597,8.15980100642958,9.842997681892893,10.013409362849,7.724165516326895,10.768802442948603
5,1,lissajous_xy,False,30,0.02,60,10,True,1499,0.3049905340920874,37.66566580001381,total_failure,4,100.0-100.0-100.0-100.0-0.0-100.0-100.0-100.0,-0.7009488863718133,0.7309364820375857,-0.0036441516175301785,0.12162603542010175,-0.41340240183553895,0.19548989472973394,-0.0016731159735466506,0.11299293644255734,-0.3334982790329719,0.08307331965268794,-0.011612091060266217,0.06024535085897239,270.9466558595878,270.9462011915302,303.20354228560495,325.5619720921578,143.07230609391658,324.30593947803493,306.4709506812613,270.9462015723388,True,8.217970700061414,0.17776375593895946,-0.4406197211410073,0.12797697239540676,-0.004522710559418465,0.06806922517019123,-0.2501488308189153,0.15359735284469753,0.001061259727133636,0.1014772665686438,-0.03072422360257706,0.0916725112817552,-0.009391567638026913,0.02000422451263365,0.0,229.73965297944088,202.33479567801982,285.17501160496425,267.3832028426138,202.33479567801982,266.4811162740988,285.7554519945657,202.33479567801982,3.0,10.0,0.23175712667184786,9.021969009679289,7.712967801432758,5.897238033566865,8.46771175316519,7.734991804860365,9.10539970085679,7.618134203992509,6.534066514831078
6,1,lissajous_xy,False,30,0.02,60,10,True,1499,0.2557142605134986,36.786702200035506,total_failure,5,100.0-100.0-100.0-100.0-100.0-0.0-100.0-100.0,-0.4768383791381052,0.2024843336709251,-0.004713351084096241,0.07534726567982201,-0.32314222331672443,0.1965724031678516,0.0020139309217618666,0.10772408088409602,-0.037548096786346775,0.3304247164917483,0.010934999378998932,0.05169499789471413,203.2646405057645,241.26794520550118,203.2646405519064,297.2995036001148,283.0356095266808,143.07230609392232,283.90450509080085,296.8289876160431,True,7.9424186001269845,0.1660149308371774,-0.4147371816782607,0.1296685806159708,-0.004131480345865798,0.06780883100612149,-0.28103374149317306,0.15825103886994524,0.000608306102626719,0.10318248362547647,-0.03177493672811833,0.07383836155934508,0.001251781075650553,0.020734508587625277,0.0,202.33479567801982,234.1920839378708,202.33479567801982,283.53328230244347,275.2230452809482,202.33479567801982,267.8992887950658,284.151898483874,3.0,10.0,0.1579513673001556,4.958670085595431,7.6191914644184555,6.972396258933759,6.671623292651769,7.779574302932108,7.7462534363388675,6.9426159709019615,6.500356472987343
7,1,lissajous_xy,False,30,0.02,60,10,True,1499,0.23012798090026168,36.66510560003371,total_failure,6,100.0-100.0-100.0-100.0-100.0-100.0-0.0-100.0,-0.3742136923937691,0.2027495654848333,-0.0035999540248727252,0.06737784145539204,-0.4164109103988521,0.2897666898932284,0.0013262409035237682,0.1102217033001152,-0.0680981496396096,0.01851278820933388,-0.0028500604178607744,0.01183992958025301,295.106413621976,203.26453235605982,239.9429539870962,203.26453133298153,296.7926397473456,279.97527150696254,143.0723060939219,280.432617008922,True,7.6200162999666645,0.2012927045005585,-0.38033776455370705,0.19951073326736982,-0.003401316919771689,0.07209046993324343,-0.2982455292623353,0.1792308445842936,0.0004422154059579597,0.1037725144393192,-0.0981742191097645,0.05803876361055709,-0.0032263314602431884,0.025959104579393925,0.0,288.17451255867195,202.33479567801982,232.32214141288813,202.33479567801982,290.0923939494164,272.3208243011578,202.33479567801982,273.13058664335443,3.0,10.0,0.13388433253822984,4.05812097530468,3.5007259994354865,5.477434019981526,3.439213651706494,4.15775177812203,4.125180898579297,8.071788381944884,3.8953877396755194
