epoch,train_loss,validation_loss,execution_time
1,0.0468317076281319,0.033802986729500925,178.49531078338623
2,0.031010591738493222,0.028428717160345073,172.0646071434021
3,0.028149291480089243,0.028456655988201938,163.19089269638062
4,0.02648880566618363,0.027410036969453436,161.64839267730713
5,0.02545110940683415,0.024403379214684988,160.68186378479004
6,0.024632454711007713,0.02484080582267399,161.28563618659973
7,0.024018175372457207,0.02474690720153306,160.0946342945099
8,0.02358307353478757,0.026457252560558017,159.78929328918457
9,0.02319822527932357,0.02270628098199919,159.85979533195496
10,0.022879779416517698,0.02267275072968168,159.637877702713
11,0.02257669560587305,0.02235874172617783,160.37875318527222
12,0.02233971249065746,0.02245832039262836,159.81423115730286
13,0.022121959532620042,0.02227890685974463,159.37547898292542
14,0.021901936689611996,0.02155116325642657,159.95409107208252
15,0.021751142457525574,0.021119457458179454,160.08937525749207
16,0.021585103357125417,0.02286863142492214,159.3927707672119
17,0.021437831272612375,0.02218498520125679,159.6188805103302
18,0.021290177590672393,0.02148798303787744,159.26249599456787
19,0.021173948421003275,0.02090029758517003,160.7391800880432
20,0.021067517175361396,0.021382054905226947,160.40107822418213
21,0.020956215103760722,0.020865545407096547,161.02612233161926
22,0.02089650202263764,0.022566593362897187,159.9701406955719
23,0.020810461007266117,0.021357373955796014,159.01809406280518
24,0.02071871375837406,0.02084563274745933,159.22665309906006
25,0.020629321388826984,0.02109376842582392,159.42730975151062
26,0.020534719075915184,0.020083983709039882,159.42106676101685
27,0.02046968712842623,0.022004221084504057,158.95039176940918
28,0.02040034358630676,0.02047813864382562,159.75354146957397
29,0.020319313274500223,0.02002076695726719,169.00958728790283
30,0.020285160268334605,0.02075188698520641,173.67613124847412
31,0.020210827899152174,0.02078925646769736,175.27280282974243
32,0.020165337314585256,0.02034801540573701,169.3505518436432
33,0.020123030459330137,0.020539041828295176,170.13218450546265
34,0.02008505988275816,0.020717510096231066,173.07902598381042
35,0.02002003408706434,0.020039229527956698,180.6375710964203
36,0.019960425037922773,0.02029103715595054,182.92097234725952
37,0.019929275106004306,0.020437884144337885,185.18058967590332
38,0.019883466463715246,0.02047027180999334,177.2260353565216
39,0.019846205862701746,0.01988192126761775,175.70656514167786
40,0.019805410140629077,0.01967430149217872,183.0743691921234
41,0.01977382183059132,0.020530468926357175,174.25116205215454
42,0.019738025545725187,0.019956804080628304,168.99886679649353
43,0.019705015192552317,0.019543994238273608,167.03815245628357
44,0.01967617259276321,0.019562402653003262,160.21835708618164
45,0.019646150932328257,0.020685777699906073,160.97296142578125
46,0.01959912900976104,0.019924847461595126,160.2929723262787
47,0.019570063854938514,0.02000223933540192,160.81185293197632
48,0.019543328401405796,0.01957514458268473,160.58714294433594
49,0.019514290097027265,0.019328310630966183,161.18604683876038
50,0.019524783993872946,0.01928585632209863,160.67100620269775
51,0.01948641994632435,0.02028466628361781,159.95978832244873
52,0.01947015668211556,0.019547970045048876,160.2318959236145
53,0.019430876490621172,0.019272067915833295,159.97007608413696
54,0.01944054043748742,0.019325600803059884,160.22123622894287
55,0.019406751062314962,0.01958617843891314,159.13999032974243
56,0.019376306247323193,0.019534191923954,160.181471824646
57,0.019374997649093447,0.01959012287683087,159.37487840652466
58,0.01935251140681381,0.019701161497403426,159.80953168869019
59,0.019343367816863296,0.02071443396624841,159.31543040275574
60,0.019326341387055634,0.01971625382274456,160.11375856399536
61,0.01930475819266318,0.01954800471017029,159.6013903617859
62,0.01931848297720094,0.01923186346420939,159.46684885025024
63,0.01929628115289184,0.0200541327966166,159.7331988811493
64,0.019268908166663698,0.02066958280453252,160.26721262931824
65,0.019266812531026987,0.019843297357873112,159.6843297481537
66,0.01922320345559045,0.01912251026126634,160.6986677646637
67,0.019221973009263035,0.020959787682911707,160.8434443473816
68,0.019203681116567492,0.019267491335697644,159.65374898910522
69,0.019174532971505058,0.019488617129568887,159.81041169166565
70,0.01916311692542949,0.019474943220297226,159.23323583602905
71,0.01916906147967259,0.0195631371387313,160.20236325263977
72,0.019154350113786016,0.019467627216615897,159.88913750648499
73,0.01914468747546296,0.019324409520208977,160.3603081703186
74,0.019122467198040904,0.019247361339847176,159.4278039932251
75,0.01908944875133639,0.01916111520274507,159.9500024318695
76,0.0191035848855806,0.01907573401665435,162.40850234031677
77,0.019075361327346843,0.019863988994615257,168.825688123703
78,0.019070175956887966,0.019671700686722905,166.75431323051453
79,0.019066171040635547,0.019931225567488803,162.6317172050476
80,0.019046375562260184,0.020207007533922867,165.0044183731079
81,0.01900982145400864,0.01939229536481429,162.36451840400696
82,0.01900879103701475,0.019500639214030103,162.21605491638184
83,0.019009628019666602,0.02060896788680652,163.15767216682434
84,0.019013629003905397,0.019336710013831904,163.81343483924866
85,0.018996455071696918,0.019749506915963087,162.7081959247589
86,0.018962899788938843,0.019126968338224318,163.5288519859314
87,0.018963910339557084,0.019606357014390376,163.20006227493286
88,0.018962407639531696,0.01933054094924103,163.3501591682434
89,0.01892962536092239,0.01890726265422837,163.4794089794159
90,0.01894075155161616,0.01888265176822617,163.7448091506958
91,0.018908008972249868,0.019765744865991582,163.46424317359924
92,0.018914587557271618,0.01907523034147135,163.31247520446777
93,0.01890295182847658,0.0199665711230286,166.30945682525635
94,0.018909131231380147,0.01902994685727324,164.44211339950562
95,0.018903885537241035,0.01959821796040072,165.12540531158447
96,0.01888939383481131,0.01897895107669005,166.95985865592957
97,0.018890046702957002,0.019159422376414492,167.98357725143433
98,0.018872692467375145,0.019764204600168506,166.05860257148743
99,0.018842748333901236,0.019018952736264486,179.8131012916565
100,0.01884498520438369,0.01861574407760462,180.24116110801697
101,0.018860195298327796,0.01931385719473209,175.3572280406952
102,0.018833161313929866,0.01921405064179779,166.7527196407318
103,0.01884515845143426,0.018963718147739915,189.39646887779236
104,0.01883981677688975,0.018842874822711558,172.17556285858154
105,0.018819026435891912,0.01971208508332807,166.65678763389587
106,0.018811416577735517,0.019564107566495195,173.17827987670898
107,0.01882741458126655,0.019148309152918964,182.9010190963745
108,0.01880302853210769,0.018970201951658095,179.63273191452026
109,0.01879212172475264,0.019505632839220566,167.73484563827515
110,0.01880178196444572,0.019323126291627926,164.1751832962036
111,0.018772252144174464,0.018526146961101084,160.17699337005615
112,0.018767341277411337,0.019008828144414167,179.8581383228302
113,0.01878865049111996,0.019500168989251356,183.59474396705627
114,0.018767954337402974,0.019413973865551517,159.99433255195618
115,0.01876767278054505,0.018753154444424953,159.7552227973938
116,0.018781534847828275,0.019091798993054736,165.90928554534912
117,0.018747078036365595,0.019588929052613387,181.772700548172
118,0.01873887384446218,0.019246219881850525,170.80433344841003
119,0.018739547337249904,0.020578021387073174,171.2704837322235
120,0.018729091824534052,0.01907381739811312,170.48266100883484
121,0.01873544518624489,0.019315285733577832,175.4967303276062
122,0.018728957682970962,0.018832430790140943,180.45139837265015
123,0.018721884323952904,0.019298857991927973,174.87478232383728
124,0.018712120455425186,0.01931870394864077,184.39179682731628
125,0.01871760855971097,0.0197915830324389,188.0664825439453
126,0.01869253546824808,0.01892077354701756,166.5093195438385
127,0.018695166756675093,0.019091638695937923,172.12172842025757
128,0.018684976091975274,0.01935678430546247,170.83062934875488
129,0.018684361098032592,0.01895113759222958,176.3522288799286
130,0.01867289397691998,0.01908756771718804,175.44032526016235
131,0.018673837704795363,0.019240001131111892,174.69554257392883
