sim_id,trajectory_id,trajectory_type,disturbed_inputs,simulation_time (s),time_sample (s),N,M,mpc_success,num_iterations,mpc_RMSe,mpc_execution_time (s),operation_mode,failed_rotors,ang_speed_percentages (%),mpc_min_phi (rad),mpc_max_phi (rad),mpc_mean_phi (rad),mpc_std_phi (rad),mpc_min_theta (rad),mpc_max_theta (rad),mpc_mean_theta (rad),mpc_std_theta (rad),mpc_min_psi (rad),mpc_max_psi (rad),mpc_mean_psi (rad),mpc_std_psi (rad),mpc_max_omega0,mpc_max_omega1,mpc_max_omega2,mpc_max_omega3,mpc_max_omega4,mpc_max_omega5,mpc_max_omega6,mpc_max_omega7,num_iterations_2,mpc_execution_time_2,mpc_RMSe_2,mpc_min_phi_2,mpc_max_phi_2,mpc_mean_phi_2,mpc_std_phi_2,mpc_min_theta_2,mpc_max_theta_2,mpc_mean_theta_2,mpc_std_theta_2,mpc_min_psi_2,mpc_max_psi_2,mpc_mean_psi_2,mpc_std_psi_2,mpc_max_omega0_2,mpc_max_omega1_2,mpc_max_omega2_2,mpc_max_omega3_2,mpc_max_omega4_2,mpc_max_omega5_2,mpc_max_omega6_2,mpc_max_omega7_2,nn_success,nn_execution_time (s),nn_RMSe,nn_min_phi (rad),nn_max_phi (rad),nn_mean_phi (rad),nn_std_phi (rad),nn_min_theta (rad),nn_max_theta (rad),nn_mean_theta (rad),nn_std_theta (rad),nn_min_psi (rad),nn_max_psi (rad),nn_mean_psi (rad),nn_std_psi (rad),nn_min_omega_squared,nn_max_omega0,nn_max_omega1,nn_max_omega2,nn_max_omega3,nn_max_omega4,nn_max_omega5,nn_max_omega6,nn_max_omega7,radius (m),period (s)
31,31,circle_xy,False,10.0,0.02,60,10,True,499,0.7382979327144961,13.719614099012688,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.4288189654739478,0.7208026980020463,-0.02789870325044678,0.24796744826218955,-0.40931787332218017,0.34813629135503454,0.012916835571709551,0.18687875121970995,-0.7946536981890749,0.12094856859258833,-0.10022049582904335,0.21999944676062405,0.0,342.770787989644,310.6719665607987,294.64988487012937,296.4914702139735,294.649887339419,304.75218309653405,342.770787989644,499,15.224912499426864,0.6201753740024516,-0.4989786299277907,0.2836817643559257,-0.03586700002009419,0.1753273748823306,-0.8186958333206313,0.40012514122759596,-0.0027316752578841843,0.23122956240586595,-0.15632759920136646,0.2830223959687831,-0.02626718766249194,0.07425582827368771,0.0,309.2351094369974,327.30063848015175,208.50976440126308,265.3325269767062,208.92724388015534,327.6098543561754,308.95042699133666,True,2.7998499998357147,0.5530464801480385,-0.44332078875498215,0.27754899147792994,-0.037835625071104315,0.16932613782795458,-0.6406184467202103,0.2966680634171828,-0.0031947607514939947,0.20657949577172777,-0.22819297748620807,0.13269044738494307,-0.06495862280413894,0.06741032230980508,0.0,0.0,301.8511854490431,322.8290021195563,205.09401327719706,262.62941209001235,207.84697281379923,323.3734691652909,304.50942163952385,3.0,7.8
32,32,circle_xy,False,10.0,0.02,60,10,True,499,0.8771678630951382,13.409000299754553,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-2.000711086618684,0.7204754929333015,-0.04815996724997128,0.33071227239544415,-0.5095096433284434,0.4858389195583682,0.014290808915724217,0.19959195984568398,-0.6565785533376084,0.2136198632468476,-0.07624386007144733,0.19276363685388,0.0,342.770787989644,336.6575561549908,305.3949420216608,307.5159445575659,305.39501817079264,336.483356522729,342.770787989644,499,12.022651300416328,3.5592332188065567,-2.1246347495581417,1.6711523227716247,-0.05858845249635626,0.7261885157809083,-1.2030513714626039,0.9974389778785695,-0.05604217764583624,0.5226988847310202,-1.6726628944051891,1.6268495688224476,-0.14726575728357277,0.7790295318831216,0.0,342.7707878808876,342.7707878434689,305.4105284782812,342.7707866731556,305.4106031747473,342.7707879039007,342.770787903673,True,2.5210431002778932,0.5314879498618517,-0.4108692319391037,0.2573601458023638,-0.03553928031426857,0.16220687037882608,-0.6332812393624291,0.28136329486633715,-0.009029984666572599,0.19892947363650398,-0.21785787766708128,0.11731620234408816,-0.06457978060864698,0.061425155941696986,0.0,0.0,301.0116999417011,321.78766186738216,204.5629368992435,261.80068595749236,207.27856791053023,322.26951085032647,303.6707332663375,3.0,8.0
33,33,circle_xy,False,10.0,0.02,60,10,True,499,0.5183248259425445,13.011161299305968,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.4116135196439887,0.19895274000898233,-0.030412387565645266,0.14677739971852152,-0.5568203951731457,0.3621878661324189,-0.014462061654241316,0.18413036307217853,-0.1977355494218573,0.0934812857599759,-0.02955508959255355,0.054187360857179345,0.0,293.07813555674346,310.43087630198977,198.49119213120503,253.37920498645337,201.0412710067155,312.76717113062404,292.9731911327526,499,14.403765800991096,1.782873662709202,-1.602330290803637,1.2672370162868511,-0.12223590900691557,0.5002112037079383,-1.1054805214384231,0.9197205337263261,-0.053723153723008774,0.43065450951380807,-1.4590476896137048,1.0837925031679032,0.014655836145621578,0.5866348688617123,0.0,342.0943241734193,342.77076465104227,294.64990811021886,333.04430386547375,294.64991047005094,342.7707864321564,342.7701248885362,True,2.437420401489362,0.5136656882213578,-0.3806052447554781,0.31220851048760867,-0.03322538374251845,0.16128442021704525,-0.6220086484366101,0.2844078080793566,-0.014473302689281514,0.19099339125238288,-0.20967094827870203,0.10276313587335323,-0.06183126249700369,0.057910461205763014,0.0,0.0,299.8821863429647,320.6201935731582,203.90106909209047,260.7213624318803,206.5057554593723,321.0650875450719,302.64347996034826,3.0,8.2
34,34,circle_xy,False,10.0,0.02,60,10,True,499,0.5567834178321523,13.070522400317714,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.8646437606319777,0.6086880981922705,-0.02208364625422303,0.20602146261104962,-0.47900078885805314,0.36251386361694043,-0.022343414128171493,0.16994371721328685,-0.6865683451941668,0.058432100101957256,-0.09987563669944986,0.19808381569552883,0.0,328.2713745243799,304.83804645955,270.9462392212614,270.9466558595847,270.9462404810035,304.56832372369684,328.2714401437627,499,16.856543799629435,0.5790530437601805,-0.29222140724528634,0.18829955507755614,-0.02657930992391464,0.14033994223008775,-0.7308707492885514,0.30304974101170357,-0.01982950777908444,0.18923988045906423,-0.16910114520456984,0.14140231085343705,-0.02757058931516867,0.051388434090027545,0.0,306.5732734706783,324.67053810690015,206.55838897172367,264.6403055269679,208.22064975629667,324.5682334201386,306.4888381459053,True,2.752201901283115,0.49965988757282237,-0.3691602094795937,0.3557413413197945,-0.029783437109534558,0.16213516504311506,-0.610090397170882,0.29159546095449274,-0.0193723574541875,0.18221151569100544,-0.20272872223041044,0.0897211126287113,-0.05773759600607568,0.057221223517889955,0.0,0.0,298.72325733953875,319.4728687236608,203.2513343635203,259.67788511864944,205.72324574157463,319.81319405907976,301.5913273987672,3.0,8.5
35,35,circle_xy,False,10.0,0.02,60,10,True,499,0.5351471989719042,13.60005740064662,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.8269103766205855,0.5076179904741751,-0.018365961106984952,0.18972130099693077,-0.48758251901190575,0.33577536888060217,-0.02515376666823795,0.16370598186711172,-0.6543871878293387,0.05772095291590821,-0.09309369707704833,0.18894736540112808,0.0,320.1179914644226,300.7656949148664,270.9462331611506,270.9466558595849,270.9462344002969,309.49356672459413,320.2201793809351,499,15.055144100217149,0.501922485975807,-0.4924432986112776,0.1730886330951816,-0.0235271874215527,0.15069071473578835,-0.764814586277225,0.32154628606335306,-0.023789722996557006,0.19176545170537262,-0.09926422917395025,0.228591317061275,-0.009955337153184588,0.05492793033828726,0.0,302.4427218657855,319.574076605169,204.38762435376148,259.1324028381095,205.07874282310686,320.15877564853747,302.66081022926954,True,2.5892621994717047,0.4834192010547247,-0.38633106744808954,0.34790971054326586,-0.025091672261997225,0.15692364548986792,-0.5979210643801357,0.2808947758022952,-0.022943772794102785,0.17371189419276403,-0.19679201728530815,0.07761557095613227,-0.055015153074249694,0.05498832911369192,0.0,0.0,297.5529457291439,318.26455272092574,202.585467019399,258.7131694435978,204.9372738438837,318.55132645058285,300.48902311582873,3.0,8.8
36,36,circle_xy,False,10.0,0.02,60,10,True,499,0.5240675433925377,13.7135553000262,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.2406749547750789,0.1511053274882044,-0.017588615649599484,0.12287791796015907,-0.4984293006961635,0.32412130479275075,-0.024208988432567396,0.16020418392254202,-0.18697701862103722,0.047724004388254616,-0.026532554037345522,0.0498456844273162,0.0,292.2875141535134,310.4753828917784,199.08517405628993,253.02026886458924,201.90328243160863,312.0464711813967,293.07400699829066,499,14.301600000704639,0.6525225315298785,-1.0753746936128454,0.6502693988731062,-0.03623734969701663,0.2566470359705832,-0.9104406643531332,0.6432251890615953,-0.027753540609299358,0.24396548907728968,-0.4135253127557162,0.621635693451301,-0.007330082925353009,0.2078512180729348,0.0,314.2549001442775,321.56639909158275,270.94623505070365,270.9466558595849,270.9462362607223,330.51889472747325,312.1760881898441,True,2.7126390002667904,0.4678042884149531,-0.37933053612954803,0.33005125631371324,-0.020868075317129496,0.15024183974391844,-0.5858652360455664,0.2678807605083108,-0.02562483689768919,0.16643634276107705,-0.19111715828630113,0.06710594046043024,-0.05295297495474139,0.05204249440309603,0.0,0.0,296.3808277979782,317.0456637164065,201.95028280303453,257.782432039662,204.09897790884565,317.33527593567305,299.4374386890591,3.0,9.0
37,37,circle_xy,False,10.0,0.02,60,10,True,499,0.49506497249099296,13.161052300827578,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.826928791397074,0.5185717439573314,-0.008944756499098424,0.18154899228545043,-0.4640882022517286,0.3021958153469119,-0.02860409075593773,0.1514573972035291,-0.6287475365613187,0.059130588013753704,-0.08696118391904877,0.18414219024895337,0.0,319.9138227903977,298.17077170257664,270.9462331987792,270.9466558595845,270.946234382357,305.2935693231302,320.3529850625691,499,16.735566699528135,0.6194957310957554,-1.0703078360669718,0.6591109347385279,-0.030309966590270854,0.2509568382934434,-0.8925064094829613,0.6050328334924833,-0.029779403174860383,0.233932202849849,-0.3769419457123921,0.6033956755566832,-0.0023052740751055073,0.19614130183223377,0.0,313.38079793384287,320.65406072900066,270.9462350690043,270.9466558595846,270.9462362518094,329.5416496152385,311.275487519155,True,2.692835200112313,0.45239747022135257,-0.34691414786200164,0.29946763580527,-0.017048116017054603,0.14175047743807273,-0.5742822385391935,0.2552020514902402,-0.027443140264334483,0.1606250223195663,-0.18567640728175153,0.05852229019720703,-0.051030960701739035,0.048750919155817765,0.0,0.0,295.2021904201484,315.8741233482701,201.38524411926613,256.76332555769716,203.24708799747629,316.18290207592923,298.36958011324884,3.0,9.2
38,38,circle_xy,False,10.0,0.02,60,10,True,499,0.4377587566813849,13.206206199829467,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.38750128192378064,0.13327788470332058,-0.009822850708590564,0.11650377207153811,-0.5056816135997836,0.30120364282454454,-0.026822663987047208,0.15346486234343287,-0.15757914707886572,0.06279796775650417,-0.020259840409042006,0.04215300546761033,0.0,287.8106744801122,304.36336031175387,195.08465703105873,248.24459134981788,197.47755139239402,306.50804629772364,287.6107347030713,499,15.797651899745688,0.5083364148776577,-0.9106296775824307,0.5825160273413957,-0.01639811841808358,0.2135220976464148,-0.8453406968289239,0.46855275586977385,-0.03077932003414532,0.20768984799738116,-0.21651903977808087,0.4609652144375256,0.009573844191739804,0.13456922281005076,0.0,304.57324517797844,316.61217493383435,270.9462280440583,270.94665585958467,270.94622921255115,322.0190549232995,305.4137813512941,True,2.50310200068634,0.44031314664248095,-0.3540421644964058,0.2929672286311989,-0.01409423671627092,0.13768145865124093,-0.563124565312584,0.25435998958842043,-0.02815607791973348,0.156619332798625,-0.1800956416191359,0.05143622182612951,-0.0505528856249616,0.04739973032857795,0.0,0.0,294.0153329703522,314.73235106330173,200.76909276756135,255.7232190633864,202.46180272074568,315.02565030228,297.29834681416077,3.0,9.5
39,39,circle_xy,False,10.0,0.02,60,10,True,499,0.48356697962545514,13.663861199747771,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.22414958715862549,0.12809092930062374,-0.004771834030728037,0.10367944397153263,-0.47054408233387385,0.296135151181926,-0.02616187596259031,0.1469264155563736,-0.16586092429137358,0.037568086676871136,-0.021853395960756045,0.04414323963850624,0.0,289.87734684802996,307.09411282405443,196.9261250734555,251.07299876383252,199.47819061527278,308.53592814798105,290.4094632961487,499,17.155193801270798,0.4939678656236847,-0.24921520196044494,0.1299114104216669,-0.004874732094110417,0.1071521924929753,-0.6495204290852014,0.23539045544490655,-0.02758978238984296,0.15731100078324245,-0.1330619452141921,0.09370379417897166,-0.017361432818182223,0.03899962624718282,0.0,300.4867933648022,317.89400123920046,203.08531544336606,258.97612296115864,204.713888908321,318.1766741382062,300.4529399323016,True,2.5361686993855983,0.43219797265092547,-0.4102107811091981,0.313998059325675,-0.011453007364247592,0.13925391257914474,-0.5525349781743164,0.26257009804183223,-0.0278916568616272,0.15423536635904417,-0.17399317799219943,0.04522571468290116,-0.05088803774135113,0.04977699092700642,0.0,0.0,292.97872081986793,313.7551666503939,200.2791483143169,254.7996603146031,201.8206138835973,314.0498497895213,296.37525680613663,3.0,9.8
40,40,circle_xy,False,10.0,0.02,60,10,True,499,0.4381702470217584,13.231826399685815,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.8423975147368811,0.5395511701178448,0.004159576405061396,0.17063865833867067,-0.4295754107470388,0.24757740148986987,-0.027486822297068277,0.13727845745236433,-0.601216220139488,0.060396672697062004,-0.08067799666415548,0.17913348665938317,0.0,324.3623121682546,291.86949106856844,270.9462332487132,270.94665585958467,270.9462343567213,300.47044428966916,324.48673851439025,499,15.360434100031853,0.9226334139283892,-1.520331512119074,0.9436454402702552,-0.05018002572892344,0.3728674604170389,-1.0061017657295406,0.6599354161697322,-0.04963177005231306,0.2450856314688807,-0.8177334715950622,0.9108064038651812,-0.02752705938706799,0.3458771028128798,0.0,338.8553086601858,336.98385035941897,294.649908417742,294.6475781294676,294.64991046106195,342.7707032845932,331.70482834272934,True,2.694131700322032,0.4248284619655135,-0.46702958599644373,0.33569021140467614,-0.008085522009547404,0.14113395532274658,-0.5423314283973548,0.262275602058186,-0.02683737830877387,0.15122686955731862,-0.16816687983879008,0.03974279827314048,-0.050971355336865504,0.0531302088076686,0.0,0.0,292.13658534778773,312.861939511141,199.80910246212707,254.08089020952994,201.23910520452918,313.10912729338503,295.6405370559671,3.0,10.0
41,41,circle_xy,False,10.25,0.02,60,10,True,512,0.45581150027785894,13.304463200853206,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.22152811187935406,0.12117130071603825,-0.001039599261487091,0.09356200047211005,-0.45363729880415343,0.28008252808882544,-0.02409656724901996,0.13822164111009091,-0.15399394888268747,0.033459798010634235,-0.019282379740979128,0.040521143078549184,0.0,288.6629934876669,305.4430536983235,195.8520272217295,249.82612590489614,198.25087050220867,306.7875647286706,288.8833445103872,512,18.011754699866287,0.3922422260943507,-0.5405426621407756,0.2606497525158772,-0.0021078665212540663,0.12926832449460995,-0.6864692823654529,0.23827517375740528,-0.0263130397589118,0.15809933490134848,-0.05381059781309025,0.18356165989903733,0.0023511212358671508,0.04237050152292108,0.0,295.03088164359195,311.22849816392426,203.26472713129564,252.40072660655798,203.2647242013604,312.16983177480864,295.7052649136064,True,2.551047298591584,0.4114900832588308,-0.4871761513263174,0.33935911904198196,-0.0080983156798537,0.1391338631388203,-0.5325062008969583,0.2553625464662101,-0.025527389053332218,0.14550392339879692,-0.1625675957020273,0.035011636494545105,-0.05047301264862052,0.052468026844884975,0.0,0.0,291.4131851711377,312.0272704087612,199.38315533895263,253.45281717372535,200.74173384929688,312.2416114198416,294.93844371733456,3.0,10.2
42,42,circle_xy,False,10.5,0.02,60,10,True,524,0.44099175341266345,13.030927399755456,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.21376639547372586,0.11741125750567423,-0.000722632827226526,0.08931404819907103,-0.4457475661300438,0.27041252638537694,-0.022910073879884387,0.13324727662409122,-0.15264411575482936,0.027918286571503425,-0.0187225825368676,0.03974581579234687,0.0,287.68008718335113,305.2703079544908,195.94494630765513,248.2213003439689,198.1818298724549,306.47581752709624,287.9838275322038,524,16.26415460021235,0.4983403766910017,-1.0686654411364342,0.7069089794504138,-0.011589324054091351,0.22815220288752838,-0.8050186760761738,0.44065837870937097,-0.028972132712005584,0.18765763796152202,-0.23060761326801957,0.5099621143090273,0.01273146485220865,0.14348741314533447,0.0,310.0280018309222,316.6823947809392,270.946154033863,270.9466558595845,270.94615519377055,325.28301646761275,307.779975590454,True,2.654902501264587,0.39893606667403164,-0.495596462259188,0.3397238669879183,-0.007534162219293556,0.1358467228929612,-0.5229379468388821,0.24533704943782952,-0.024259434978376473,0.13999953595031145,-0.15747116988672646,0.030476087985716986,-0.0501701864027099,0.050655829928274894,0.0,0.0,290.79409264306685,311.29753603447125,199.02822010750583,252.9804853508541,200.35241211645808,311.4264739357215,294.3857077818628,3.0,10.5
43,43,circle_xy,False,10.75,0.02,60,10,True,537,0.42718778004079233,13.316416999790817,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.21065254380114126,0.11342535388275969,-0.0007136584771356521,0.08557618079746811,-0.4379207335419143,0.26297412585827795,-0.02174183612241082,0.1285763619739702,-0.148485198091029,0.025615977154869556,-0.017722229180527765,0.038282993896679815,0.0,287.20566914728,304.7345343716261,195.60259350787052,247.67988721323204,197.7339114907421,305.84834101570215,287.408570874523,537,17.794608399504796,0.45650730345150947,-1.0025305550696377,0.6603037459128389,-0.008816561524071684,0.2078794734342145,-0.762532360237726,0.38485456814040137,-0.026888192857056,0.17274793658919607,-0.170864665109557,0.4417257858784002,0.014548035032287627,0.11807408400103485,0.0,305.92534812868536,314.7664339960759,270.94623516251755,270.9466558595846,270.94623620236655,322.1242627856644,304.20650072273935,True,2.7812397006200626,0.3864326925479902,-0.4960881106319813,0.3360198729349403,-0.00707923963128239,0.13174329832270543,-0.5137635252333864,0.23649136214737393,-0.02302361672062598,0.13485646035504356,-0.15502026371995656,0.0264945110730353,-0.04987127555354955,0.048642008707899205,0.0,0.0,290.14688737793074,310.58624866626775,198.6313243839283,252.48026450668476,199.96344973943366,310.66226626503084,293.82485963596315,3.0,10.8
44,44,circle_xy,False,11.0,0.02,60,10,True,549,0.3748565078238938,14.76185549958609,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.8179302070026813,0.5434700991262503,0.004173890218124111,0.15437404390409132,-0.39737075893856816,0.20408568363248267,-0.02215043814479681,0.1188877081275594,-0.5579043708127849,0.06094064312759764,-0.06689584578311616,0.1612908856589414,0.0,318.9910351107328,289.32897595699995,270.94623330562047,270.9466558595846,270.9462343252425,298.08560878060825,318.9929272352084,549,13.707958999089897,0.8232367987978186,-1.5708714313876484,0.9550370681259769,-0.04313337492150578,0.34729970683377676,-0.9391137724654376,0.5839099323192497,-0.038932169274558164,0.2147653705210965,-0.729628416022601,0.8729999736830633,-0.02982160686459193,0.3054011749369876,0.0,334.6428824938876,338.7523695811221,294.64990849028476,294.64757810780566,294.64991038714146,342.7707270798366,336.3000373862492,True,2.6226081002969295,0.37243067470295627,-0.4441559671772738,0.3016633711587866,-0.005628474265911349,0.12121206009914534,-0.5049744991132474,0.22635986835600347,-0.021958227300299837,0.1300102039364124,-0.1477257858291545,0.023110816526567157,-0.04885105131414641,0.043504671266308116,0.0,0.0,289.5630763869845,309.9464228411547,198.2841335922705,251.98962786515898,199.6182273003828,309.90623894149604,293.29906790430465,3.0,11.0
45,45,circle_xy,False,11.25,0.02,60,10,True,562,0.36799162381131495,27.81880880042445,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.8646086172276091,0.6444515565550324,0.004963105932136894,0.1648256337796206,-0.3604547526040143,0.2091432329942981,-0.02080048950326582,0.11248972968258784,-0.5891811747112021,0.06503454358616381,-0.06901197014154031,0.17042957054242844,0.0,328.2713111719888,286.30371351316904,270.94623331833293,270.94665585958495,270.9462343178669,292.6691560786886,328.2713770731246,562,17.689125300152227,0.40793448279578226,-0.21744147403499303,0.10541564824273687,-0.00045342952317479346,0.08083085949520953,-0.5699777394821768,0.1891063153381635,-0.020718388345653937,0.12600346362856582,-0.11338275021057284,0.05671526120589873,-0.012206725936529786,0.03023068401676559,0.0,295.31740439681107,313.0215117026387,200.59055748732635,253.81111107157082,202.06645619451731,313.57718485525675,295.4985375329126,True,5.001937601482496,0.3575088340895467,-0.3348224823663071,0.23195974141292192,-0.0037464585942691103,0.1053484851955867,-0.49650956221538284,0.20649509974737018,-0.021112860549070713,0.1249802832312974,-0.14300527278183436,0.02019571755745285,-0.04606451901960868,0.0349111529553351,0.0,0.0,289.00961960964696,309.3680701910294,198.00898242984704,251.5532174695936,199.30509389355615,309.295666067735,292.7888450464183,3.0,11.2
46,46,circle_xy,False,11.5,0.02,60,10,True,574,0.3098457978688679,14.203671499504708,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.45430878471246056,0.16034397924900806,-0.0007327881343018268,0.09504983123261677,-0.45776766731148566,0.22711485172594856,-0.019406758515230892,0.11910263388903751,-0.10469630812838546,0.038160965290252334,-0.011171602370648173,0.027511923045482337,0.0,281.04942548718935,296.603558838752,203.26397618901018,241.14479026352043,203.26397327566318,299.31349069476255,280.95581309398034,574,23.562534100958146,0.39574946259057087,-0.2305640931844273,0.10124220277010137,-0.00044540648217882044,0.07862781197884086,-0.5589651343065538,0.1868396545270272,-0.019685615975895424,0.12195114547764126,-0.10228029470483231,0.06185101199910078,-0.01029898099623532,0.027441489732679153,0.0,295.37111613464174,311.4685408636029,199.50561788250022,254.76352572980076,201.06822499629723,312.21454339425844,295.3325723365471,True,2.6697265995899215,0.3445114809349272,-0.18360684302991856,0.11123799016792296,-0.0014848522942421847,0.08696810028587544,-0.48831519709608306,0.18893232065612373,-0.020153067323422022,0.12036219636910013,-0.13832151172466278,0.017509565322479437,-0.043148879345398634,0.02833706019974979,0.0,0.0,288.5352530579801,308.7804388499187,197.67867366040807,251.23456519697766,198.97494103202325,308.7589765033929,292.3229605653123,3.0,11.5
47,47,circle_xy,False,11.75,0.02,60,10,True,587,0.3379218108211113,15.073513999581337,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.864612825145391,0.6500309663311548,0.00470275440842059,0.1588780163096898,-0.3427778143218835,0.18731057890286015,-0.01868886695798765,0.10442374042393032,-0.5758434735709366,0.06270995701019044,-0.06424302576416958,0.16350945197587327,0.0,328.2713112975731,285.55682404403984,270.9462333604265,270.94665585958586,270.94623432172733,292.9269303902305,328.27137724124617,587,16.82934330101125,0.4117871136106541,-1.044368210103035,0.7266545482706489,-0.00688646285148174,0.2033936099297826,-0.7225861948171173,0.31859656923473223,-0.023728243776103122,0.14918733458236336,-0.13522756223724433,0.41928776733263895,0.01579780912550288,0.10219805121627704,0.0,305.5309169026099,313.3360165682505,270.9462352124294,270.94665585958484,270.94623617322355,321.29358986370335,303.46386038565294,True,2.9084099996834993,0.33699611197010093,-0.16987862944752036,0.1145698016404091,-0.0007451745337999434,0.0799844222402238,-0.4804013647055972,0.18391554533415477,-0.019106999391522536,0.1162804198530893,-0.1341267131632619,0.015033881191171631,-0.042029829339023876,0.026618093740161223,0.0,0.0,288.0189928330237,308.3109964069682,197.36262879727155,250.73116375433975,198.74365095069837,308.29680325768913,291.83004671847857,3.0,11.8
48,48,circle_xy,False,12.0,0.02,60,10,True,599,0.5064208905942222,15.381737100891769,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.4286871510876173,0.710415314184405,0.001642121443908103,0.2123869592081341,-0.34510067730441935,0.291379032513406,-0.0042317529897720205,0.10832656832508153,-0.6037454867287653,0.1143256075913751,-0.05084262042408345,0.1553752548462468,0.0,342.770787989644,314.5892697879432,294.6498851863871,294.64755761242066,294.64988695838116,310.22833761502176,342.770787989644,599,17.069892799830996,0.38640430773154805,-0.9935282212408436,0.6876432696782112,-0.005682618208819153,0.18866775719483933,-0.6912392716071748,0.28400896353206073,-0.02203384011026648,0.13983132341068683,-0.10409747461588591,0.36994012657047104,0.015223535412678901,0.08731828433289882,0.0,302.705769056012,311.7168987002134,270.94623522441907,270.9466558595847,270.9462361671309,318.73442216460006,301.00909609071516,True,3.408835699548945,0.34531564107408735,-0.16173880007362199,0.26910162438900187,0.0007017149005669957,0.0962259221640287,-0.4726663844663171,0.17882954930374975,-0.018029781404194607,0.1151331366624235,-0.13039098288163126,0.013250316365767043,-0.04106836814873941,0.03296922484719144,0.0,0.0,287.5062009761812,307.93276844427373,197.0731399000596,250.27457522137485,198.52630494578494,307.87446874258046,291.37677582365166,3.0,12.0
49,49,circle_xy,False,12.25,0.02,60,10,True,612,0.361866383099793,15.589863400557078,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.25062083048959494,0.08925838560786994,-0.0009281904353008388,0.07049829558854513,-0.39851601036358264,0.22687571507386997,-0.016377009523261616,0.10589853712435085,-0.12209436959028051,0.024781845305096466,-0.012239191327760982,0.02993104680316486,0.0,286.4107843796111,302.81564333355317,194.15772541776786,246.30246155605795,195.72372791729154,303.5426172762664,285.4466107711119,612,18.114798500551842,0.3757032486712904,-0.9919119441559899,0.6920159897747634,-0.005373451521702363,0.18545663006408053,-0.6784636361556224,0.26827393043305636,-0.021170498458040813,0.1345226056643154,-0.09504009947311598,0.3573783391989931,0.0149172387044173,0.08257706490814523,0.0,302.1463507889093,311.20213552622187,270.9462352344506,270.9466558595849,270.9462361597503,318.1475291612165,300.4590190564355,True,2.980111498851329,0.3375366792179861,-0.17593487564646626,0.2878399821465827,0.0009423108507997566,0.09578880491826744,-0.4651069049074682,0.17410268818559954,-0.017253762667751027,0.11200074780771967,-0.12703076378009082,0.01081420346841655,-0.040930867622129115,0.030922857282351016,0.0,0.0,287.06089766155014,307.5774508776787,196.82691780081595,249.86469921695723,198.32802773659114,307.45929075397913,290.96080481997166,3.0,12.2
50,50,circle_xy,False,12.5,0.02,60,10,True,624,0.7082712905682063,16.517393100075424,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-2.000827942852769,0.7123644621674641,-0.01856744547045231,0.292955712059438,-0.5047464638080428,0.4336196176699532,-0.003533090095891353,0.1429430838484017,-0.537716217284201,0.24481314756799313,-0.037844193570378555,0.1552545779426848,0.0,342.770787989644,342.2894005357398,305.4007440980335,305.25091694271254,305.40081848759854,342.7707834157599,342.770787989644,624,15.68528169800993,0.680452386807766,-1.5612501024500054,0.9856864013097075,-0.02914397289494047,0.31084346937814133,-0.841713155537085,0.4709481653875657,-0.0309317832054659,0.17505909615421772,-0.5441328198599408,0.7477331637264639,-0.016270031445189192,0.22719834612071912,0.0,331.6693761792552,337.5006019404794,294.64990858636224,294.6475780894245,294.6499103000356,342.77005321342995,332.3415609156497,True,2.912776700104587,0.33297706564122037,-0.19184168421662273,0.30983335021349345,0.0012129397807750322,0.0960218703059299,-0.4576937874218475,0.1699479345494503,-0.016482503391029846,0.10899893206147852,-0.12357717615423568,0.010128883954772358,-0.040820832339115716,0.03084527213454538,0.0,0.0,286.66421542903134,307.2029419723351,196.62473852811516,249.40006965416575,198.18046081311604,307.03945662888077,290.55831252816034,3.0,12.5
