sim_id,trajectory_id,trajectory_type,disturbed_inputs,simulation_time (s),time_sample (s),N,M,mpc_success,num_iterations,mpc_RMSe,mpc_execution_time (s),operation_mode,failed_rotors,ang_speed_percentages (%),mpc_min_phi (rad),mpc_max_phi (rad),mpc_mean_phi (rad),mpc_std_phi (rad),mpc_min_theta (rad),mpc_max_theta (rad),mpc_mean_theta (rad),mpc_std_theta (rad),mpc_min_psi (rad),mpc_max_psi (rad),mpc_mean_psi (rad),mpc_std_psi (rad),mpc_max_omega0,mpc_max_omega1,mpc_max_omega2,mpc_max_omega3,mpc_max_omega4,mpc_max_omega5,mpc_max_omega6,mpc_max_omega7,num_iterations_2,mpc_execution_time_2,mpc_RMSe_2,mpc_min_phi_2,mpc_max_phi_2,mpc_mean_phi_2,mpc_std_phi_2,mpc_min_theta_2,mpc_max_theta_2,mpc_mean_theta_2,mpc_std_theta_2,mpc_min_psi_2,mpc_max_psi_2,mpc_mean_psi_2,mpc_std_psi_2,mpc_max_omega0_2,mpc_max_omega1_2,mpc_max_omega2_2,mpc_max_omega3_2,mpc_max_omega4_2,mpc_max_omega5_2,mpc_max_omega6_2,mpc_max_omega7_2,nn_success,nn_execution_time (s),nn_RMSe,nn_min_phi (rad),nn_max_phi (rad),nn_mean_phi (rad),nn_std_phi (rad),nn_min_theta (rad),nn_max_theta (rad),nn_mean_theta (rad),nn_std_theta (rad),nn_min_psi (rad),nn_max_psi (rad),nn_mean_psi (rad),nn_std_psi (rad),nn_min_omega_squared,nn_max_omega0,nn_max_omega1,nn_max_omega2,nn_max_omega3,nn_max_omega4,nn_max_omega5,nn_max_omega6,nn_max_omega7,radius (m),period (s)
11,11,circle_xy,False,10.0,0.02,60,10,True,499,2.6766920019905696,14.949718600721098,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7076471281731593,0.7114950250118729,0.016537686262871172,0.5021698890974432,-0.7076017486130813,0.7066195153854554,0.043235394124492475,0.5039823942970567,-1.0412951138105606,0.17617263297075683,-0.501923774310565,0.27101171367922455,0.0,342.7707879895677,342.77078798964374,214.81150861780142,321.35696872869386,223.13960899089668,342.7707879896438,342.7707879896435,499,13.357423999113962,15.769431375821648,-6.087536192253788,1.8552903676535417,-0.42773794238947366,1.3567308913974319,-1.3176290499591252,1.4826117286629128,0.042503834592375306,0.5279023999021597,-4.997825224212866,1.8596857367281387,-1.4637193154442443,1.3693480815206993,0.0,342.770787989644,342.7707879896439,303.06407480938844,342.77049380753556,316.2147907622534,342.77078798964396,342.770787989644,True,2.744139997754246,2.7291826665186085,-0.8477728720324181,0.7468998876935522,0.0789418898237978,0.4680652972250777,-0.7125003113585014,0.7182780788184074,0.1252942498119422,0.5249386062582572,-1.0795822343172505,0.15716707595260165,-0.4534520330257358,0.34774414311738167,0.0,0.0,344.61367278663414,348.3624360617907,230.85291987303782,312.51862284152224,228.62030924575095,345.83780819845407,344.9029705493306,3.0,2.8
12,12,circle_xy,False,10.0,0.02,60,10,True,499,2.593667195711142,17.125302400207147,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7177490950549732,0.7084271015505287,-0.00880652084473857,0.47423242815054356,-0.7050922796122734,0.7060521471266683,0.06837116332589749,0.4941899053879457,-0.9390376023366498,0.227064344047738,-0.42691768752516507,0.30473159488445933,0.0,341.69098503638514,342.77078793020104,212.5128898979955,320.1489628307296,220.0396018822594,342.7707879140585,342.55960613381563,499,14.40620470023714,17.7499278531719,-9.7285654712855,1.7913154942372493,-0.5344593318340624,1.8045204664468997,-1.4500445144434881,1.4309683362847208,-0.18641229672555848,0.5289748435625443,-4.476633387330782,13.335289169443413,-0.031429337178980804,3.575229210184443,0.0,342.770787989644,342.77078798964294,341.8557102371758,342.77078798964203,341.947823920266,342.77078798964317,342.770787989644,True,2.66319479921367,2.440639534496484,-0.8713307085498265,0.7311141313844367,-0.04300032198460669,0.49511090362288607,-0.6751683024877412,0.7164747555789501,0.0670059515479046,0.4820688571737296,-1.0359323340564324,0.09600966628352157,-0.4418072518269721,0.3074264669827918,0.0,0.0,343.9224624412048,342.211445809598,232.46632342319054,313.93754549236223,231.97647955906885,339.10413221175025,344.57905997500626,3.0,3.0
13,13,circle_xy,False,10.0,0.02,60,10,True,499,2.847121742763819,15.724888899712823,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.8647149341767263,0.7072199027216686,-0.10774104741295258,0.47146282593868877,-0.7057496467147015,0.7673346621468261,-0.05340956311203772,0.4788697921765807,-1.3215249507205697,0.6863926661802143,-0.32226231434309693,0.473390542280256,0.0,342.77078798964385,342.7707879896439,270.9462324931659,329.21425584903307,270.9462342191858,342.770787989644,342.7707879896438,499,18.393748200964183,100.31553447130736,-8.993655241117516,2.9843094462915722,-1.407682114618441,2.2586411347446944,-1.4356850385263096,1.5029853717589725,0.34640909352047994,0.6353867496499288,-10.94508817645518,9.983592139137137,-2.995741092399433,3.8885816906683024,0.0,342.770787989644,342.77078798964396,342.77078798964277,342.770787989644,342.7707879896441,342.770787989644,342.770787989644,True,2.505959799513221,2.303357855699759,-0.8802208777679751,0.6984977181806202,-0.013747929844076892,0.4742030980284982,-0.7057218324459678,0.6991886894823132,0.0186280937471533,0.46527601517237843,-1.0553466751947806,0.1284382104597369,-0.3831914320031224,0.31017028884052017,0.0,0.0,338.8750614589179,346.5493124887133,232.83831064897737,312.6170858072206,233.07999818654693,342.9058204687255,339.0382922422757,3.0,3.2
14,14,circle_xy,False,10.0,0.02,60,10,True,499,2.784273988421889,22.06673979945481,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.8269314934558242,0.7220272156338052,0.002779269915382905,0.46104318000730476,-0.7001079481070068,0.8316629878078927,-0.05214372492449861,0.4940882482889463,-1.3551145435480945,1.0627954218836564,-0.2882382434740967,0.46457671691474534,0.0,342.7707879896439,342.77078798964396,270.94623250327106,317.9062419479397,270.9462343075146,342.770787989644,342.77078798964385,499,16.078589000506327,128.6424639385036,-3.5567990857849208,0.8664112169220821,-1.7118912100327848,1.2756839450767319,-1.3936913696850608,1.5377285720205454,0.00766583306597363,0.7287925340877528,-141.49540100173465,2.0625314149395226,-47.66872629970361,46.758236640473875,0.0,342.770787989644,342.770787989644,270.9462726763391,342.77078798457376,270.946274401803,342.770787989644,342.770787989644,True,2.7752234999788925,2.129441569549866,-0.875514725709032,0.7188148542637127,-0.005863455888287959,0.45848686201771555,-0.6788003279935478,0.6994325102775704,0.06091872213120058,0.43067747307023607,-1.046194510184338,0.15954817693481793,-0.369551500086562,0.2971503671643437,0.0,0.0,340.3413734396357,346.2111852584139,231.02945866385582,313.0814781724176,232.1429998781483,342.9778671089077,340.81937221463863,3.0,3.5
15,15,circle_xy,False,10.0,0.02,60,10,True,499,2.176425305924955,14.843921199673787,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.712220788481901,0.4948710522390093,-0.10611789402585302,0.42324697508095527,-0.6766463952021794,0.7019430422814681,-0.00907949572650161,0.42110732444942256,-0.9668371810706505,0.3066169664624548,-0.3051539290386628,0.28912974096604105,0.0,342.3953065405078,342.7707878609995,211.61718754133742,321.59976686353167,219.25828437584005,342.77078798963106,342.77078759323365,499,16.685782299027778,134.9650215352761,-9.210954300724527,0.6879093581960212,-1.986454297336208,1.639549937173164,-1.4412475529673887,1.3565305537185879,-0.013512088636269255,0.7381272002641505,-134.83406751537115,1.9285764133884988,-44.09996360652256,43.882060049383185,0.0,342.770787989644,342.770787989644,270.94623439813245,342.7707879892428,275.14853886614117,342.77078798964396,342.770787989644,True,2.774656100082211,2.0899139170259557,-0.8614077067785405,0.5469993538701902,-0.10484705711136443,0.4300781415676227,-0.6654285081871665,0.6988602938290016,0.07232767123181563,0.422845611569255,-1.0139680885321694,0.18922626568974685,-0.3308296651538706,0.2904464539265153,0.0,0.0,338.97520491948177,345.4772484654234,228.49043547245984,309.95063016140557,230.63714022685133,341.38073068787554,339.57700665391263,3.0,3.8
16,16,circle_xy,False,10.0,0.02,60,10,True,499,1.901316455025118,15.437319599674083,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-2.000354976572451,0.7290961500394075,-0.049393114608858556,0.4794385902032255,-0.7000847157145508,0.5989454114618252,-0.04376769503453727,0.3697439482956932,-1.0414821089128534,0.09703483858939319,-0.3227152836659745,0.29032159729041934,0.0,342.770787989644,342.7039781372834,305.39503404994025,312.0757847075454,305.39511130074595,342.7707879228407,342.770787989644,499,14.050061299931258,24.80950686408216,-5.874144649613786,3.276441599602324,-0.9017357163445577,1.2916132625011045,-1.5114862686837123,1.4788888971233276,0.13889072546749281,0.7342818901629049,-4.151875432625036,7.798811857291356,-0.19231661567044955,2.3157131615216664,0.0,342.770787989644,342.77078798964385,339.0110899276491,342.7707879896365,330.843457535802,342.7707879896434,342.770787989644,True,2.6190958007937297,1.8960350733117652,-0.8430473686810473,0.5211090963133342,-0.12465741899521332,0.4185848575046614,-0.6429243125411943,0.6643760222938637,-0.01191751264302744,0.36783415634666866,-0.9555232506535525,0.21304554001736306,-0.31318274327048184,0.2786817155621179,0.0,0.0,324.4369041696917,335.90669299587637,225.4915811290802,298.0678818761466,228.35076098565776,334.1729833913875,326.2403894710212,3.0,4.0
17,17,circle_xy,False,10.0,0.02,60,10,True,499,1.8528617175959077,14.468762700329535,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7165696984670151,0.4434377677594255,-0.07433133664033585,0.3851581286451801,-0.6998236740560738,0.6310616933283003,-0.06023812284732064,0.38450964163377777,-0.73436327032476,0.3035178237919403,-0.24907976461754036,0.24381997768623268,0.0,336.4958018453499,342.77078789942135,213.10531850653032,311.8619830388088,217.79940201431927,342.77078795274775,338.482518314811,499,15.15033850085456,129.07941032236258,-5.771061365816852,3.8152589906313077,-0.06737206119812333,2.4367990675753655,-1.1701352667293154,1.4047022718619022,0.3701692852711542,0.6081939547095886,-3.5262273211873327,94.71550399406559,15.629448245466154,26.482494963752025,0.0,342.770787989644,342.77078798964016,342.77078798964396,342.77078798847015,342.7707879896441,342.770787989644,342.770787989644,True,2.951572200632654,1.7346345132660532,-0.8250573016987196,0.6246430899958179,-0.08987450565585939,0.38156566750799453,-0.7172097601550266,0.6497923569780267,-0.05601095265644339,0.3865054502736444,-0.8782743313791251,0.22703475227924572,-0.29283637954712133,0.24938748947847433,0.0,0.0,324.51570482428275,334.1594023163599,222.9304789421445,297.3953250945121,226.89917011249193,332.9074887842864,326.1183005208485,3.0,4.2
18,18,circle_xy,False,10.0,0.02,60,10,True,499,1.6424985706597095,15.242217199876904,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.399429104620187,0.7051609335673608,-0.01754272024008218,0.4447216665124531,-0.7013461175430997,0.6251430902562405,0.002727382196758782,0.3497555314508763,-1.2216582077249836,0.3225245347126287,-0.25221112704169046,0.3250564496641339,0.0,342.770787989644,329.6193393867636,286.64634730473705,286.6395665196559,286.6463526600834,342.77078768697913,342.770787989644,499,15.004510800004937,39.405972928573256,-8.728707870016393,1.2072246422776172,-1.6959717577633195,2.206355990555551,-1.5314774187493796,1.4586655263988273,-0.0655318388113985,0.6711025059733801,-17.260930308340228,6.166774948469887,-3.051860544383816,5.226466537228006,0.0,342.770787989644,342.77078798964317,342.7707879896418,342.77078796617116,342.77078798955307,342.77078798964357,342.770787989644,True,2.609478602418676,1.7445234037166752,-0.8071048759686663,0.657305778030894,-0.05269439664788011,0.3723438639748217,-0.6790899923197534,0.6295343024482662,-0.08571580376370652,0.3893611817462954,-0.793394368427866,0.23406114893373306,-0.28026569100813903,0.23470067769353287,0.0,0.0,336.7690244222866,341.45455740490866,220.84008083053777,305.4695610459777,225.44686139699428,340.60364211254523,337.2970202940112,3.0,4.5
19,19,circle_xy,False,10.0,0.02,60,10,True,499,1.4221040934398068,14.16313110163901,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7038518772865803,0.6188300440656678,-0.016250865566444738,0.3586904155356356,-0.6792253134293934,0.5270281793613123,-0.061572447028207085,0.33074198629369056,-0.5039715187103606,0.25273487117734394,-0.1721003340721942,0.16714454271907614,0.0,327.21493788180857,342.77078743186314,215.36793167536845,293.96336598125924,217.7839293154176,342.7707879795802,328.68332978164693,499,17.40377459989395,41.78182830560842,-6.160992489213123,3.233971476419372,-1.6618491597079164,1.8532921148843793,-1.1237825036693545,1.4299328418346615,0.23251777274327529,0.5724346926163001,-11.407481075963805,3.1648211083212865,-1.74934095813469,2.80801018165885,0.0,342.770787989644,342.77078798964396,322.3678699631467,342.77078798691673,342.7707879896432,342.770787989644,342.770787989644,True,2.608894700417295,1.5764572622417647,-0.7895444810979827,0.75394397703018,-0.007897309310521336,0.3730861935578649,-0.688187664750574,0.5846672413277091,-0.048165272042005686,0.3738163590479328,-0.717192860008258,0.2362872975865346,-0.2317271150118746,0.23724504583410258,0.0,0.0,326.6667193854904,335.42533790989756,223.56827950361753,285.36790834745005,226.18552986731797,334.0107739542133,327.83176725974874,3.0,4.8
20,20,circle_xy,False,10.0,0.02,60,10,True,499,1.20197421825642,14.54747930006124,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.323677444991176,0.7231404302261387,-0.002862971478012202,0.3668399167128017,-0.6121526408376887,0.49493571547539655,-0.023854836131360947,0.3081423585666713,-1.1881631352425797,0.14463136249523595,-0.23017184451487108,0.29800546447727105,0.0,342.770787989644,325.51629225454644,294.64988153023637,294.64755336273066,294.64988468480504,328.3510776013296,342.770787989644,499,13.418074501445517,61.67379604793777,-2.3518377899200082,0.2418345637260245,-1.1707617929304732,0.5341940823303635,-1.2801572337408118,0.9341655800712101,0.11969916431300831,0.41792496137188784,-22.127980354529363,2.6405490682264596,-4.7167398299764445,5.365553248339167,0.0,342.770787989644,342.770787989644,330.7799994689237,342.7707879895531,310.92658602490735,342.770787989644,342.770787989644,True,2.8008319013752043,1.6233044934158694,-0.7736730599555126,0.7607941680516218,0.02123647514757318,0.37163853639555844,-0.6894303644488814,0.6953813011249806,-0.028453323627214304,0.3949779219416131,-0.799096859671941,0.2365261374955886,-0.20776879269367307,0.25132853627804425,0.0,0.0,326.96758787885534,332.81115477483866,226.41994735797945,282.4603294992214,227.61290398730284,331.1911087494396,328.2769973649815,3.0,5.0
21,21,circle_xy,False,10.0,0.02,60,10,True,499,1.184863681248007,13.641403099754825,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.5877167872183225,0.5391158752571427,0.023837118140490696,0.300950903135544,-0.6491533359757534,0.4855334696243273,-0.028519074069375528,0.3146108998369019,-0.40908166206008423,0.21306194157558292,-0.12735842629623784,0.13077158487865756,0.0,324.81699828555435,342.68835371672935,215.27919814802132,287.7010472741295,217.99362657261602,342.77078789527883,325.30495458742405,499,13.589599599828944,16.56025676243506,-5.878026390409024,1.7937055503949997,-0.4955217939962303,1.3493162636467366,-1.2961563872675268,1.2135066494704871,0.13089653587742897,0.5070670805445769,-6.652773155369067,1.069109671830237,-1.1272677543494407,1.5614892724940743,0.0,342.770787989644,342.7707879896435,306.87581637714857,342.77078798964396,326.01500964802204,342.77078798964374,342.770787989644,True,2.4637714000418782,1.1766549476652788,-0.747684029461509,0.5438510149755611,0.011594994892472172,0.3169363255993762,-0.6676155739518044,0.5189324168716255,-0.014505921192457315,0.31777911089164046,-0.5799341136960778,0.23601348527968855,-0.18137028675177402,0.1656636868407588,0.0,0.0,301.5095029036298,313.8728326678092,212.2068353238119,272.30034415603365,218.11008365492313,314.193342071929,302.7705579790802,3.0,5.2
22,22,circle_xy,False,10.0,0.02,60,10,True,499,1.206732376614632,14.49340019992087,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.9812662051843537,0.6009718354316561,0.02924856889024948,0.3427054715394751,-0.5583944851409357,0.46807988068933476,-0.02412453705579896,0.29390656801783405,-1.1594505272238798,0.31390791669743645,-0.19912873093335418,0.3091580583979526,0.0,331.3094548088309,322.02157960018627,270.9462353849793,270.94665585958484,270.9462370835019,333.3599420816513,331.3094535367275,499,11.746343401144259,1.522314659493169,-0.7388275515421557,0.856529780491865,0.035853746642562107,0.4235316246756134,-0.8991730549659671,0.7785750735243037,0.0036497895514928905,0.3930378611191447,-1.0065300779903326,0.5604157306123406,-0.15950568981947216,0.3147482676859277,0.0,342.77078261871327,342.77078791995456,213.232305250839,323.64085419374476,215.21649023785892,342.7707878316024,342.7707877149682,True,2.5747692009899765,0.979975354939763,-0.7270830657701997,0.49307225658050735,0.01887663095574424,0.29877942311304495,-0.6680134448015919,0.49162923360182464,-0.005133858492039423,0.30052981708097914,-0.5192107109069389,0.23467079748764857,-0.1548169619620038,0.14192515172589856,0.0,0.0,296.8154897440557,313.13091221046875,207.77298411505248,268.4702979912688,213.92960663194233,315.1792044828368,299.278714403741,3.0,5.5
23,23,circle_xy,False,10.0,0.02,60,10,True,499,0.9859968328073768,12.65457300201524,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.5042888549002579,0.4484563223200216,0.027400855602591846,0.2757811374897594,-0.6350878553562362,0.4780381556021236,0.0015310877411637165,0.278417217496484,-0.3478612512178881,0.17979868326553,-0.09719510682728645,0.09987261831251543,0.0,317.6471861038995,338.1755867879017,213.40284468383595,277.46352341995134,216.0825296578423,338.5034277449621,318.06726276087585,499,13.210622500162572,1.286441943869919,-0.7192887737097566,0.8750005711520165,0.03501195053563677,0.4011404030608313,-0.930686288697314,0.7010792872998134,0.02527720614018453,0.3587147352187518,-0.967927646152979,0.5333507416825652,-0.14939778116591973,0.28995477897858435,0.0,330.4814545447307,342.77078411453823,214.77237149830395,300.39016868020775,217.61616785098545,342.77078791179855,331.96616635561725,True,2.8139499004464597,0.8656207569492135,-0.703906972024072,0.5286681027380137,0.0199965113398867,0.292420674723267,-0.667848064240515,0.46538179892637715,0.006225763232537701,0.2789515084513104,-0.46155666370965065,0.23161431003203467,-0.1345426306264335,0.12533506201298034,0.0,0.0,298.08885273423823,316.5031955182065,201.86553677042093,264.6334230580027,208.46768748006997,318.16123403066473,300.2291603172925,3.0,5.8
24,24,circle_xy,False,10.0,0.02,60,10,True,499,0.7923448250335439,12.30161790002603,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.49621468615253134,0.4397508035530812,0.01896410380110077,0.2684565424981613,-0.6694450319885936,0.43963156800435094,0.008502371036159282,0.2607609327353499,-0.3475090022150741,0.15399562739597994,-0.08270358355426334,0.0951782616101549,0.0,309.20363132836246,329.714338195251,209.93200962541042,269.2131303675479,210.9987917256575,330.6686521767872,309.9233975643526,499,20.271656400174834,1.0545323110388303,-0.5716359056591277,0.6432007586125575,0.022448654388194447,0.3166886285942448,-0.8807917204498944,0.608495461026346,0.022640168712641903,0.2934098548286186,-0.4839172324559767,0.3306991167229283,-0.11759618194186641,0.1620208044882004,0.0,331.91932404476995,342.77078719734834,215.4451625616364,301.1140734183402,216.8682269107593,342.77078792540556,331.08986117674465,True,2.5856567004229873,0.7906572480982645,-0.677822732787499,0.5219777221494473,0.012278406031065864,0.285067139682062,-0.6670221548269637,0.4394584192009513,0.016310523183909447,0.26002428633738883,-0.4112177770785055,0.22650918056226985,-0.11705338085574009,0.11458893195680402,0.0,0.0,299.9684101245755,318.9720155359196,198.43234207885504,264.8110522603788,202.50114183139354,320.3349627626407,301.9132412474201,3.0,6.0
25,25,circle_xy,False,10.0,0.02,60,10,True,499,0.7975484417927613,16.346739500178955,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.5068449129238217,0.4311152155419696,0.00871954162271235,0.25715301249857114,-0.6482028750625403,0.49758100804055194,0.02109753217689226,0.2505053599252114,-0.30909797451898574,0.18831977259676036,-0.0698386167434114,0.09248864342039947,0.0,307.62949575157603,327.3609806230005,207.1519964456055,266.96874581666066,209.54615691287037,329.47427967168613,307.47197734009245,499,15.025402999599464,28.378500447718125,-1.3014891857789121,6.123761450609395,0.6557496705939669,1.508530820742512,-1.4084310385375904,1.0081397805057206,-0.31188281866992174,0.6351271622455231,-6.2939343681217785,1.725908425756754,-1.7029209390938755,2.072095495139677,0.0,342.770787989644,342.7707879896438,340.83292782252244,342.77078789776436,341.8468573233892,342.770787989644,342.770787989644,True,2.8196812995010987,0.7336456425560656,-0.6474030607260535,0.489693455235069,-7.056290336258541e-05,0.2693683682901463,-0.6654665162485514,0.41507146659791844,0.02334594596801479,0.24577066512969561,-0.3656404960283615,0.21871974245246043,-0.10127307857213572,0.10591849365404862,0.0,0.0,301.911278084487,321.40791634181045,200.33145683366268,265.49408032623774,202.59671728260767,322.76248071610644,304.02366829133587,3.0,6.2
26,26,circle_xy,False,10.0,0.02,60,10,True,499,0.7722019672213828,12.629120100522414,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.39698441780632204,0.4160326727825494,-0.0010925447208201967,0.2359421156390002,-0.611206017258289,0.43918414287759,0.0236036590535734,0.23450786908373403,-0.299654435455384,0.1224991264901106,-0.062561887611711,0.08500838338605052,0.0,307.9865832281868,327.74715182728687,208.70160744396784,268.0370356813949,211.22434387792768,329.02474295958183,309.2210135935416,499,14.085410599829629,19.87058059330049,-3.3671467492313094,6.428089913179869,0.24463576143237184,1.6605339972767486,-1.39566570833968,1.4161533391149237,-0.010705273445602802,0.6361811790115446,-22.721976928565578,2.1392727693690525,-4.395372613395545,6.1141744583258015,0.0,342.7707879896438,342.770787989644,310.6217210623868,342.7707879896441,342.77078412928995,342.77078798465226,342.7707879777742,True,3.1721881007542834,0.6922967142522469,-0.6199610164973682,0.4590275829558505,-0.013579057469854267,0.24849832144602937,-0.6633899645534923,0.39210759669454376,0.026117830935069253,0.23630809106734518,-0.3288997200155704,0.20952160665503863,-0.0900847207261134,0.09895815169170252,0.0,0.0,303.1702016377039,323.43924277787517,202.78342925021937,265.49459844732115,205.2417090459219,324.79273514858676,305.32098123898334,3.0,6.5
27,27,circle_xy,False,10.0,0.02,60,10,True,499,0.589216592920577,12.262718599988148,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.47312545327798833,0.3487390797409319,-0.01327869717601196,0.21238536548640824,-0.6606672583843859,0.41248156157032256,0.019045488998478338,0.23768797185635174,-0.2719423241801984,0.12713389121414337,-0.04963979308781305,0.07590727125606028,0.0,298.9329480936881,317.82848768028686,221.2674262526628,260.8406533480111,221.26742623720642,319.919652898623,300.51210212054804,499,12.908216200419702,1.4115409908632262,-1.0444690646884192,0.9404390620296526,-0.055632682545446496,0.38766944821037325,-1.0755186226602702,1.0085650185727202,-0.02125861387800328,0.4225081396260085,-0.8526245921455005,0.7757922384809091,-0.0052971509397401065,0.40464766202370583,0.0,326.01162705842944,342.768794051372,270.94623483674775,304.29599715908313,270.9462363426582,342.7707814181846,330.22986247462524,True,2.4921064021764323,0.6610789773838515,-0.5911866339440188,0.44051239608892345,-0.02432825967033079,0.23042438489522668,-0.6606806353823931,0.3715263094514527,0.024717227113432255,0.23092180425271847,-0.29686927646401823,0.1991758718166525,-0.0814760706686576,0.09319293494773725,0.0,0.0,304.0906089782613,325.10967270862415,204.87567277653812,265.2632903027368,208.02574194913345,326.13870885072214,306.43233290947757,3.0,6.8
28,28,circle_xy,False,10.0,0.02,60,10,True,499,0.6521948739437821,26.8915614989819,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.3723925409086128,0.34182809801459485,-0.02215774501889933,0.1942291722664367,-0.6031071371478531,0.4121243186775963,0.017487790137753065,0.22580267597263012,-0.2740267524413145,0.10608743208194626,-0.048482184792109737,0.07673933015210455,0.0,301.6428462463246,320.76339354269294,205.24244663486712,262.41875601741816,207.14390590924157,322.65667441465524,302.7265183905737,499,25.46756100130733,8.472065518359368,-1.6334828433384394,1.8220784119238256,0.06396861336801385,0.8263269268928171,-1.375257514824356,0.9798218854358711,-0.1248287723573773,0.547362647469787,-3.6107078703300535,2.063903538893907,-0.6013034607518153,1.4427177748020974,0.0,342.77078798824283,342.77078798353074,297.6683330554647,342.770787396227,316.0205956472305,342.77078798680924,342.7707879885673,True,3.3236594015033916,0.6302540310086193,-0.5624482838579021,0.4037742134998015,-0.03212760214482767,0.21225142661931118,-0.656575189331848,0.3523735291389829,0.018767019280223136,0.22627618449157064,-0.27303092563932513,0.18635289333183944,-0.07469617369568086,0.08675388393684479,0.0,0.0,304.2141432331508,325.44385176337863,205.80533950018284,264.99135613394066,209.21582954499084,326.2824031597309,306.5595908880306,3.0,7.0
29,29,circle_xy,False,10.0,0.02,60,10,True,499,0.756698927274605,14.606154201319441,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-1.4287737048009441,0.716470322479462,-0.022458973039267794,0.25529147473559044,-0.3723360425616514,0.3813647018188775,0.025831361138612674,0.20337340063576914,-0.7576158778963666,0.1077293671335784,-0.10084244286634879,0.20838562623398374,0.0,342.770787989644,311.6460285404274,294.6497681190512,294.6473821109558,294.64977060721577,311.7949518919424,342.770787989644,499,13.70363959914539,0.6835527259826497,-0.5880414581425084,0.3729541230651482,-0.032126983997937196,0.20399364285883473,-0.8710377458769561,0.49059210822668414,0.013511231793704625,0.26170209347126344,-0.21737349149438762,0.36277295632015105,-0.03254782166298003,0.0995329634169345,0.0,312.4835884584101,330.7299116328981,210.39174522111188,267.6786687700358,210.77032602779158,330.7264893178789,312.6653053652523,True,2.4201955007156357,0.6007057962652921,-0.5237429925201547,0.3530821124837187,-0.036576914323526936,0.19495832575819647,-0.6516824283555631,0.33372526032719213,0.01103742066811346,0.22014996549339885,-0.2546150263583782,0.1684834758256883,-0.06959457650092328,0.07967498079515525,0.0,0.0,303.6447753567718,324.7887163023042,205.785693613003,264.57422778611294,208.89173778140702,325.60261501585995,306.15547391765887,3.0,7.2
30,30,circle_xy,False,10.0,0.02,60,10,True,499,0.5472374901130908,13.116170401219279,total_failure,0,0.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.5201380350350987,0.27108137790769904,-0.032342608844923355,0.17331887470153154,-0.615271622082762,0.40665217115929636,0.004303721618275596,0.2149285877453099,-0.20416493990795084,0.1360061594437549,-0.033655938735321966,0.0597571039372326,0.0,295.5076573671526,313.24587616642947,203.27120170315095,254.9710350230433,203.27119871428604,316.14372142969626,295.5236896692301,499,15.412320600706153,0.6145361957234514,-0.4497316775960443,0.2965989832769423,-0.033171940431276095,0.17587694163932424,-0.831641389072709,0.3608280253358823,0.0026978011747383333,0.236996494067539,-0.1743112716513108,0.24733402995535692,-0.0319330974063011,0.06776859426304149,0.0,309.2677221631479,328.53695267854056,209.22252639210433,266.87699973437213,208.7257364621085,328.4170280327896,309.6304015023688,True,2.400267398916185,0.5754606252517211,-0.48139888422240784,0.3044146231749264,-0.03846041234147455,0.18039614961405787,-0.646551364533196,0.3148832803083392,0.0036304317789866616,0.2137907990182948,-0.24058502552314284,0.1496176732360319,-0.06635015333514983,0.07358183665849999,0.0,0.0,302.6776534569683,323.7475987309543,205.51116473561217,263.4786496923487,208.30923457340074,324.4798077449855,305.26721583185576,3.0,7.5
