sim_id,trajectory_type,disturbed_inputs,simulation_time (s),time_sample (s),N,M,mpc_success,num_iterations,mpc_RMSe,mpc_execution_time (s),operation,failed_rotors,ang_speed_percentages (%),mpc_min_phi (rad),mpc_max_phi (rad),mpc_mean_phi (rad),mpc_std_phi (rad),mpc_min_theta (rad),mpc_max_theta (rad),mpc_mean_theta (rad),mpc_std_theta (rad),mpc_min_psi (rad),mpc_max_psi (rad),mpc_mean_psi (rad),mpc_std_psi (rad),mpc_max_omega0 (rad/s),mpc_max_omega1 (rad/s),mpc_max_omega2 (rad/s),mpc_max_omega3 (rad/s),mpc_max_omega4 (rad/s),mpc_max_omega5 (rad/s),mpc_max_omega6 (rad/s),mpc_max_omega7 (rad/s),nn_success,nn_execution_time (s),nn_RMSe,nn_min_phi,nn_max_phi,nn_mean_phi,nn_std_phi,nn_min_theta,nn_max_theta,nn_mean_theta,nn_std_theta,nn_min_psi,nn_max_psi,nn_mean_psi,nn_std_psi,nn_max_omega0,nn_max_omega1,nn_max_omega2,nn_max_omega3,nn_max_omega4,nn_max_omega5,nn_max_omega6,nn_max_omega7,radius (m),period (s),inter_position_RMSe,RMSe_u0,RMSe_u1,RMSe_u2,RMSe_u3,RMSe_u4,RMSe_u5,RMSe_u6,RMSe_u7
24,circle_xy,False,10.0,0.02,60,10,True,499,2.890739942784173,13.134598699864,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7089196451493253,0.7058318112990705,-0.06407790127595274,0.5445230725854174,-0.7123863818779026,0.7059540457034243,-0.007103864158169287,0.4189074897055191,-0.7916047933065845,0.7907129264770606,0.022166893945652376,0.46662853138481264,323.4539757820015,315.8904249388883,325.78337398310697,316.541428179126,327.1389834027882,318.477423150716,328.2439853104799,316.92396663192284,True,2.5529862004332244,4.9269936180715375,-0.7237607009190651,0.7545695113870112,-0.054053391595005607,0.5244109286166763,-0.7582454196690693,0.747957150202289,-0.07454037531411983,0.5005116539869898,-1.2732951523452278,1.4026250234915516,0.003947140482828999,0.6835291923167676,327.54434258228036,323.2253648371811,334.3836347615409,323.31252177723906,324.19067649731244,319.81029404079624,328.7090096594297,320.26266838150934,5.0,6.2,3.2017649070731435,50.065064927195685,56.561427701393505,55.48107398863374,63.024938427152,50.32137309711134,59.29946230109514,54.75559665014047,57.539732396133786
25,circle_xy,False,10.0,0.02,60,10,True,499,2.353366858644746,16.023304600210395,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.70193780837756,0.7058928567471295,-0.0441296599390395,0.5000056687161779,-0.7014957994825349,0.7034831382225618,0.008391554027236733,0.39296590430801354,-0.5444115991325126,0.7032261330931256,0.08949391137306856,0.35970425512832993,303.27881157284844,310.1768282289766,303.9960343725364,310.7994399094805,304.1971441889765,310.50622760215833,303.494284723282,309.87571523566294,True,2.8183034000976477,3.936698485621774,-0.7467994277786236,0.7452222121923249,-0.09170039392081819,0.5356136574008761,-0.7197501099960626,0.7699278295851477,-0.047428962184714686,0.46802298321995683,-1.172005071376175,1.193649499053126,0.008540194380013454,0.6291488131635006,333.96458512399715,325.81328981602223,336.68426171270767,321.20540799807696,326.4638325940752,324.4300092400754,332.3542634468833,321.0278576259169,5.0,6.5,2.638522021753824,50.04428978417591,50.93045609403687,50.73588909290124,53.04698924298547,50.051321812398356,53.944862295437154,47.99830574793388,53.05716142052663
26,circle_xy,False,10.0,0.02,60,10,True,499,1.9833188728382394,12.741501300159143,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7004569044926868,0.7008396707013897,-0.04128179149951899,0.43595606435815976,-0.7002740217560849,0.7013380912804332,0.004719080166032612,0.3794548253564526,-0.2774881004643606,0.6199227840418579,0.1404828820139025,0.26129842313874807,300.50284334622614,306.8391600825946,300.88328031781487,307.1784271442621,300.9659615879966,306.97706468812396,300.5856278253395,306.63757332504724,True,2.555342400097288,3.2075818177442037,-0.7258937184912548,0.7456609635203214,-0.09922860279446255,0.5141654527830662,-0.746557495686404,0.7469534897197743,0.03175108999079066,0.47881239967718087,-0.9403132005225495,0.9989017183530908,-0.004133364556699618,0.5344601122286664,325.6972130871435,318.30457024128975,326.67603278569,318.41269719583784,321.46831496552915,314.6184052323694,325.2455498853859,314.8709490384095,5.0,6.8,2.0471775158385737,47.685572241407336,46.34536548735487,48.235973239527674,45.768234876931864,47.80666057739448,46.724667451065486,46.99911243844586,46.833429583421164
27,circle_xy,False,10.0,0.02,60,10,True,499,1.665549685971136,12.24478750009439,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.6916577503071913,0.6828475750648545,0.04407763463037782,0.3779866406196245,-0.7012136961028927,0.6319146903496375,-0.0026120675034701436,0.359491929451675,-0.145199014929362,0.5601563950083355,0.13870319487227895,0.19902721088595704,298.0779233294628,303.60350867732546,297.8088139501725,303.51521903862334,297.8040381527804,303.7315991327611,298.07313238507925,303.78022486786676,True,2.1925952000310645,1.7064991393726825,-0.6015361956155061,0.7047504395294913,0.04660862928094707,0.3623889211742209,-0.6936948197896025,0.7070592713060538,0.0008323503675038282,0.3466392819676013,-0.15511890950734955,0.39988517711967186,0.10276564447348661,0.15178918659297505,294.94003524709973,297.1033314777579,294.90501692818316,301.23557536402797,294.4228108769652,300.97579664503223,295.08019799788127,300.437818859882,5.0,7.0,0.4416606358513367,16.036276351600968,16.09910306671602,14.66721380678399,15.92397917246995,15.241439122604241,16.019893665775808,15.001639153095294,15.96009442286584
28,circle_xy,False,10.0,0.02,60,10,True,499,1.433327991498233,12.38685640017502,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.6448498629234161,0.6430154634854776,0.04402490482058705,0.3330106796789032,-0.7008608677272858,0.5697877706618177,-0.00522253297163666,0.3400901626226989,-0.13744431667337345,0.510742715793552,0.11552051847921808,0.15916586685786405,295.07088695128084,300.1079354757213,294.7052729976436,299.98752039101936,294.66965903904423,300.25883693586746,295.0215748760062,300.3378116105149,True,2.379165799880866,1.5604786870773835,-0.5698032995606148,0.6831354186542656,0.0364858401828798,0.3339525851788872,-0.6940291707687165,0.7013331470953625,-0.012108567452466303,0.33754167431618937,-0.15072504559545175,0.37178130571179935,0.09091501436074842,0.13619419354000206,295.45397013715444,297.58742068772636,295.471247649339,301.01520987850654,294.67119555239435,300.7354126839514,295.52766713512386,300.79005168646233,5.0,7.2,0.47920073732377494,17.876977455436002,17.913107880345187,16.641748808812046,17.899683375060718,17.199977056926404,17.824706433690768,17.027409125600986,17.66769357266101
29,circle_xy,False,10.0,0.02,60,10,True,499,1.2720787062144043,11.09962130014901,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.5853756590296124,0.6053872155698963,0.04512270615139368,0.3022616090735987,-0.7006501068608552,0.52326302331969,-0.01138931225328297,0.324138574599345,-0.13267775820446065,0.4674750540250953,0.09705934390170987,0.13396104109363485,292.2796217410641,296.843441454232,291.78369794186045,296.61895590418754,291.7007691037136,296.9513723054353,292.1789195503252,297.1493985963629,True,2.410425299749477,1.3961910196052665,-0.5383112992238721,0.6488539892430496,0.03175603769976217,0.3068524299414566,-0.6945066726566735,0.6852111221458121,-0.01735878883370771,0.3282262154610676,-0.14717970722117368,0.3406346764877008,0.08151455223338869,0.11811351355752926,293.83210583845425,296.1503515012628,294.06099973334335,299.2816735212281,292.956225971113,298.9900459071295,294.5158729036042,299.13298229482456,5.0,7.5,0.44200998356724847,16.431533137619958,16.789568282859445,15.570276786457999,16.67240901505133,16.034446248825112,16.40927913656304,15.844131069503849,16.47126290245882
30,circle_xy,False,10.0,0.02,60,10,True,499,1.156253796233631,11.247484700375935,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.517736119845732,0.5732941848786309,0.04522955923089333,0.27972132876871514,-0.7007236572239683,0.4904346446858692,-0.01933620636761775,0.3098505994572396,-0.12845052693858147,0.429817800087766,0.08295937683995465,0.11758747513490606,289.7040133148615,293.957535317709,289.1261586436188,293.6411548984709,289.0354038158938,294.0257011096435,289.56802264071143,294.3046901021263,True,2.313779900112422,1.2541613735310602,-0.5139095113754081,0.6160832889482956,0.03417515001890066,0.27943176332910363,-0.6951673648859794,0.6586472948413612,-0.02170115618556419,0.3165821772566226,-0.1440885471364132,0.3131930523040589,0.07556932046992751,0.1015831621799133,291.91997403016217,294.3909921767247,292.3192286389373,297.0556878334396,290.87787268443964,296.73731948688925,292.973108439902,296.93996714275494,5.0,7.8,0.3754875363988466,14.329410544085164,14.701154679410086,13.61558473797369,14.3479017371961,14.046934524104003,14.035914196138453,13.828325408106073,14.284353510292103
31,circle_xy,False,10.0,0.02,60,10,True,499,1.0632054205112733,11.26677660018322,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.5425479756480346,0.45704711777061136,-0.043196979766534783,0.2615720298471066,-0.4630598813667681,0.7004734050180521,0.027037478619860864,0.2966223766861357,-0.12425771269703975,0.39609770105978304,0.07122364084793206,0.10586230866807772,286.5055645232025,291.2323451748365,287.1364013177862,291.61269024546567,287.26243907642146,291.20218923861506,286.5997977133524,290.78688763461565,True,2.4424042994796764,1.2769777417346027,-0.5797796474849146,0.5275049234708447,-0.04754289387423965,0.26476440336931845,-0.6845434899787051,0.7140124875212915,0.02845022569402159,0.33293054636227815,-0.14492076306243307,0.5011797436521801,0.09457461575229426,0.1308733845164332,288.12177134686067,296.1756927507356,290.4048771787091,294.85955284926916,290.5834722981394,295.0520409404277,287.4900118690932,294.91457321810503,5.0,8.0,0.33642195606017145,8.102219431679213,7.877149156093216,7.745754945189437,7.9788669490936615,8.176888724434624,7.984495449662146,8.373200439326082,7.765883369135141
32,circle_xy,False,10.0,0.02,60,10,True,499,0.9871870174923835,10.71751980020781,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.5153709899431124,0.4039983115195917,-0.03969511734662952,0.2459264606007778,-0.4414708716468054,0.7004960448806014,0.03324909451771289,0.2861331932271541,-0.12082232994318548,0.36599763695279436,0.06202604096837574,0.0968564137490091,284.17848460095473,288.69108371665465,284.87250134794056,289.11827456087246,284.9618882089469,288.65556783223013,284.2680941545974,288.1806714516457,True,2.35817589997896,1.1705913616466457,-0.5530589606645699,0.4763415890944768,-0.045829931479563796,0.24595162377387336,-0.669540413935236,0.7120128451260253,0.032482782942219214,0.3190294751638465,-0.13848800396593686,0.4704891191119303,0.08508453633295639,0.11867323257959693,286.150719490307,293.855224218875,288.13975600046854,292.76178461089984,288.3513264824796,292.8429943325363,285.369774979001,292.50042748664686,5.0,8.2,0.2945009689545538,7.359701920295123,7.050322578509677,7.072645533974051,7.221699697449081,7.595899325400952,7.200755567930259,7.824928327122008,7.039143550928281
33,circle_xy,False,10.0,0.02,60,10,True,499,0.9225272780448694,11.561871200421592,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.35705064397238373,0.49029448243210705,0.03525557470216568,0.2314548234018203,-0.4222478894077635,0.7003978980373979,0.03783214727921895,0.277073798986495,-0.3384968774340249,0.11764731852260153,-0.054897216851524815,0.08912356501188744,286.54775156718944,282.8612945570241,286.5923607270058,282.30467498431614,285.88624035957815,281.8315529862054,285.8326002052164,282.3939659031244,True,2.303459499933524,1.0652141847002856,-0.4444504577015092,0.49323102864587104,0.03743660407182105,0.2442745646226613,-0.6406001524171451,0.7114286114741656,0.04073943345163209,0.3020102705796011,-0.4061064859419649,0.10235990469955952,-0.08699081986061724,0.1002826788818086,287.9748735164999,284.004502087445,288.9428778517876,283.07560257314054,289.1629168951408,283.3187639036956,285.8740412341793,284.48131070874354,5.0,8.5,0.2713450950987953,7.769635401691447,7.822453486608239,7.83170950119833,7.8073817668958405,7.690727760772898,7.782903465282616,7.626707378036333,7.739823281401985
34,circle_xy,False,10.0,0.02,60,10,True,499,0.8663264378407532,10.873310899798525,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.46734885584926794,0.3159037297740099,-0.030392735386346865,0.2180473157055539,-0.7003603976700985,0.4158728379605912,-0.040826152797147804,0.26917598791991054,-0.3145060635664085,0.11455344804558683,-0.049030786646866185,0.0826460372742113,283.6006017589525,279.7187757022513,283.5160565669814,280.2427866900355,284.2315619044444,280.73019878912135,284.3158947161778,280.225201118163,True,2.2711052999366075,0.9349747853504596,-0.46907691213211644,0.40001574073700263,-0.0406971936065947,0.22620610444201936,-0.7028862684662686,0.5780931024088507,-0.029531931501153894,0.29348104006221337,-0.33511689028475083,0.10341390652904518,-0.07005212753463319,0.08794065281082311,280.79545538030004,276.02025237293907,280.2625087778843,274.1224142169925,281.54948706328753,276.85546447175415,279.5265055211347,278.256625167398,5.0,8.8,0.25920541919839785,9.830399543817041,9.712748571485456,10.734866148242753,10.44186179742804,10.440322189923906,10.357031718086251,10.319944458868246,9.664986307205183
35,circle_xy,False,10.0,0.02,60,10,True,499,0.816411324044916,10.467567100015003,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.2791515341955634,0.4462060955968946,0.02527326251490421,0.2055638991048573,-0.7002696506753764,0.43369814974577636,-0.04247420958548357,0.2618683896282773,-0.11158003348643764,0.2929891155463118,0.04401495743571705,0.07706522909956222,278.5246643669954,281.6756216848103,277.8693199462296,281.24386783571435,277.85807914908486,281.80846403561003,278.5282365561504,282.1994583319187,True,2.399863299971912,0.8276750183359641,-0.3801457647239449,0.4755590660889709,0.019888110685292257,0.20324257168676274,-0.6988936904625648,0.4295649576523075,-0.038119299222985174,0.2641008765588214,-0.13187786965787007,0.2052621470914266,0.04399868645258664,0.061399554839940064,277.6961028035823,280.0742293559457,278.13485003530667,281.03319883178455,277.46357486113294,281.5394710266487,279.01066644325056,281.2275506498963,5.0,9.0,0.15090512958487098,5.601932464253581,5.50819009501906,5.294667276230309,5.019547178321578,5.386271578746492,4.927753917728542,5.263273299895263,5.451143200300819
36,circle_xy,False,10.0,0.02,60,10,True,499,0.7703295407587373,10.62053480008035,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.42578136948046996,0.24713937840335873,-0.019915049704489953,0.1937478948471194,-0.7001933091753826,0.4368636451467503,-0.04300547224164682,0.25482451352355834,-0.27101367610462995,0.10875122517775444,-0.039447145240172406,0.07165564875485432,279.087348329702,275.5262578506965,278.9493671126538,275.9415230379489,279.5877543124971,276.42252502949384,279.75758298837775,276.01939491755036,True,2.257136799773434,0.8260242928511636,-0.4305924123651272,0.33243093633188675,-0.026193122074466123,0.20379087832797504,-0.7023884644599441,0.49882416167875543,-0.03698083049385842,0.26708346735833355,-0.3071525568615267,0.09288483637116525,-0.0560397116454252,0.08042853868207482,276.925687346614,272.21619815784203,275.9051019208511,270.4926360340887,277.1404088028608,272.834253614202,275.47748753006493,274.0761084384992,5.0,9.2,0.2118159356567191,8.227890686849795,7.960257287496519,8.837582488491803,8.60962731351103,8.698562143975135,8.520293751455863,8.533216232609327,7.931824925948627
37,circle_xy,False,10.0,0.02,60,10,True,499,0.7291271283097882,10.427109300013399,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.40607100663598045,0.22065909880427576,-0.014683668979366515,0.18262434403631833,-0.42798922942750717,0.7001442579658731,0.04266824811754748,0.2481209842169593,-0.10613253656095234,0.2511276246863102,0.03550592517292546,0.06682005794638765,273.5694140645004,277.228707437322,274.2273634724464,277.50212311026854,274.0990166233492,276.91267864905814,273.5086443879311,276.58220452747,True,2.5914172993507236,0.8291606452317918,-0.4388495123931603,0.2710295324098702,-0.020065809308297596,0.18747921959650468,-0.5107925365878214,0.7038116768560784,0.045564718027124695,0.25901420933239316,-0.11502932517430955,0.32954843092784286,0.05351572284477291,0.08511165692380071,274.9714999182788,281.0144339687119,276.59570677704914,280.9628906237404,277.1605688415532,280.77368471376053,274.2916064046431,280.03698300324095,5.0,9.5,0.20759002183133965,4.459069540169629,4.1839633819595345,4.193116604844909,4.315941130826981,4.652294166489619,4.424357539719771,4.6404826342662195,4.287018600688593
38,circle_xy,False,10.0,0.02,60,10,True,499,0.6927993842496563,10.277308300166624,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.19815842461023817,0.38798554468442226,0.009760284111741459,0.17267796763381194,-0.40907164306739113,0.7001021777468996,0.041678644289070456,0.24179639575556464,-0.2332520729929741,0.1037050844406209,-0.032146758978880544,0.06248805389242594,275.1200007191207,272.320240426943,275.43580985083247,272.00913814064495,274.7369817977108,271.4327692126871,274.49438551549383,271.7820994585183,True,2.3796613000449724,0.7644317174092089,-0.2419050872926891,0.3939845454831144,0.015429810426304438,0.18890101312764224,-0.4842988160084928,0.705124576937285,0.045543889522774064,0.25075341300852616,-0.28163849607300195,0.09323643666842718,-0.05747516069736123,0.06886204073644987,276.13530664976815,271.29256332516854,276.5145423031594,271.97514257948865,276.7879999421725,272.2762186164748,273.5128390806301,272.17888268845377,5.0,9.8,0.17120213716598834,5.85088152838795,5.654702646058478,5.520953864169418,5.6790935697160165,5.30949058504244,5.5210901212548835,5.460564439530682,5.762437341727077
39,circle_xy,False,10.0,0.02,60,10,True,499,0.6597016962578923,10.406313200015575,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.3708372997994326,0.19710992497544025,-0.005204652292081345,0.16413497387613954,-0.7001094996071826,0.3822956338517524,-0.04012450627102238,0.23553719314896646,-0.21754092547658102,0.10105966590031094,-0.029238509792657782,0.05858123777966654,272.7357788245169,269.5684959731752,272.4376042872245,269.863610821968,273.0812100214226,270.4329061598498,273.44343392454886,270.1863019001562,True,2.4316135997360107,0.6976491619537922,-0.3763110515317818,0.23639606080570089,-0.005873235156469024,0.17412731823898345,-0.6962386098396893,0.37683421597500416,-0.03857053396309333,0.236606874644715,-0.27079862273311395,0.07837488975541375,-0.04403632147185439,0.06910479013149412,271.3078975347689,267.4456987140979,270.1959962304939,266.25024465195605,271.8604227385759,267.9648413481448,269.8896576086288,268.86202280983235,5.0,10.0,0.14324549064785988,5.191609371953391,4.953641965564274,5.476499152670586,5.407380395305948,5.591787706925934,5.44749407033243,5.399174486599435,5.01124738657287
40,circle_xy,False,10.25,0.02,60,10,True,512,0.6227283990266274,10.79342099983478,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.35472143252716054,0.1951522498623508,-0.004443590466491195,0.1558638028916805,-0.7001230954186968,0.37923345924006757,-0.03785091884270754,0.2282925145875235,-0.20346006271553288,0.09838923539832208,-0.02640127110597647,0.054245201683678516,270.8615649754935,267.795788528275,270.53279551484314,268.077293876756,271.1623553797998,268.67902227763915,271.566527892221,268.44074428044473,True,2.403330199449556,0.6558866145010982,-0.3603863065840135,0.21427034596293454,-0.005139336188590445,0.1655907692202998,-0.6924591565875279,0.34315052837785043,-0.03746937389889915,0.2270638781611644,-0.26053795883129316,0.0735736622108599,-0.04037159919315825,0.06572071542530712,269.56932516625733,266.034204499635,268.3664974134838,265.005652860502,270.19004349922955,266.50929997594864,268.30445838665935,267.30203150674345,5.0,10.2,0.12650800537088436,4.402922752174049,4.200749085720498,4.679441210855753,4.600205717792443,4.844236449754769,4.6952727544484665,4.644136161503336,4.297402428169978
41,circle_xy,False,10.5,0.02,60,10,True,524,0.5898108253352184,14.350527799862903,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.33980176215882624,0.19142895113858507,-0.0035391889983881495,0.14828502789036216,-0.7001555167423842,0.37468130692283136,-0.035780339413914924,0.22148301525965755,-0.1907758460857448,0.09593371199610287,-0.023900013235512014,0.05043259819806103,269.11379785076406,266.1603577248826,268.7495946823775,266.3917072965179,269.3649173485248,267.01414315767613,269.80296995209574,266.8350391238318,True,2.5705234998313244,0.6192733859188124,-0.3456497812931217,0.20184620462976605,-0.004289158868697114,0.15809720274676198,-0.6886314165436483,0.31323868269489613,-0.03616903639405097,0.21886200098039074,-0.251333789390873,0.06892505945163133,-0.037104857633396,0.06283118222870916,267.98197993429466,264.669649095889,266.72094190090235,263.761668722146,268.66478825410485,265.09739043881797,266.8833432239858,265.7836935081958,5.0,10.5,0.11430471531120459,3.813048202386429,3.662236942210817,4.075033659182031,4.000672690932952,4.295720025189475,4.134147340000219,4.097822059469894,3.7786994474633544
42,circle_xy,False,10.75,0.02,60,10,True,537,0.5595069257097501,12.488016400195193,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.32579128052427575,0.1863822029013341,-0.0029784838390470333,0.1412333606638753,-0.7001822461003401,0.3712319682771355,-0.03382483113305042,0.21488693720120733,-0.17914450156324044,0.09374664111747334,-0.021633299153243114,0.046923906976698335,267.4681540005161,264.6172810960355,267.07822276865903,264.84031038704785,267.6997153750082,265.478711642221,268.16425082545095,265.3030748866389,True,2.958268799673533,0.5861705410459861,-0.33165530632441437,0.2131301815146962,-0.003696217482937851,0.15107108383357337,-0.684770732552862,0.28707835364478745,-0.034788695021921286,0.2114328504704237,-0.24321556710351194,0.06441586186803651,-0.034112323867996786,0.06031241389161778,266.4586671018664,263.2883418281926,265.1438450781566,262.4642622094613,267.1113461060843,263.65131822317204,265.5198898713359,264.20630793760773,5.0,10.8,0.10544479068072377,3.359237477203478,3.241853454284276,3.5867309871058377,3.5238801160043494,3.8677218813071117,3.686073666547712,3.6759059329509345,3.372793584752084
43,circle_xy,False,11.0,0.02,60,10,True,549,0.5324544399298495,12.124715199577622,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.3125578445662639,0.18044797011935035,-0.0023234051466569546,0.13479328361140344,-0.7001934652074286,0.3659740285617433,-0.032086100678645306,0.2087459676518368,-0.16872958180196684,0.0915773926295254,-0.01965077639968226,0.04387129470095817,266.0021159004686,263.23520032894163,265.5916991600543,263.40868627314535,266.16646466770715,264.05651538520505,266.6568755942891,263.9393855003647,True,2.9058579999255016,0.5566790713330118,-0.31843049062977336,0.20976462239619442,-0.0029105100462952457,0.14437843973231393,-0.680883656132985,0.26410620975767335,-0.033369859375083785,0.20470934893717044,-0.2358270432718258,0.05999936256903203,-0.03163466080891812,0.0579842292131077,264.949108542068,261.84220469226847,263.55471837491797,261.150553551236,265.57824447331643,262.2470392268089,264.1862098607437,262.6669244958226,5.0,11.0,0.09869325184497443,3.042767160670605,2.945729249925012,3.230382805451909,3.1753698000021053,3.5553444669589123,3.355737643116851,3.380701971521969,3.0824214292723293
44,circle_xy,False,11.25,0.02,60,10,True,562,0.5071871590576739,12.939004600775661,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.17394922528519294,0.3001771236303878,0.0019662666513092556,0.12877974411732868,-0.7001011645131902,0.3616140256102379,-0.030441612436850576,0.2027003727535045,-0.08946118389197799,0.1591105968514821,0.017867412409792664,0.04103764272792905,262.39775951309014,264.34092517121854,261.865267721988,264.2227377307213,262.2103239461454,265.02250735461143,262.8147892849793,265.07590292262705,True,2.8319478004123084,0.5038312727172299,-0.2007578869927354,0.3177751569390467,-0.001421765731793365,0.1276288293912702,-0.675831099128064,0.2866686175577607,-0.027909761878171076,0.20191278381992034,-0.10522744031216673,0.07966328403648257,0.020036811072557524,0.030420237447620124,261.7468356076623,261.455744232127,260.35595677960595,261.03548591680277,261.35082661002735,262.3339766737385,262.0199576610667,262.37514292506387,5.0,11.2,0.12321813521869751,3.6242054362052976,3.523374339470563,3.4850771341811932,3.4132074072127487,3.48704864900622,3.4233290098006472,3.462781898454246,3.5687834994902157
45,circle_xy,False,11.5,0.02,60,10,True,574,0.4844180883030179,12.528875600051833,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.16715208212989824,0.28852991295884783,0.001497436152228296,0.12323359509812593,-0.7001666838941248,0.35619268627634537,-0.02895808675054694,0.196981763482012,-0.08743908575919018,0.1502407677011312,0.016287409943015054,0.03849893214365241,261.12087270749066,262.98910011312495,260.5887518356341,262.87068786437544,260.9521748505802,263.6636011283867,261.56378283621706,263.7216945854899,True,2.893383499700576,0.48019363429876916,-0.20833575507357213,0.30468078124504866,-0.0016859576302187694,0.12246742124872163,-0.6716673349229956,0.2803295751791343,-0.026459407282166135,0.19590390684002118,-0.10264384823539766,0.07113391443534757,0.01827400448732212,0.028364531670850103,260.3732962031823,260.00383961109395,259.0062640901254,259.492397085687,259.95259073472334,260.8842200365731,260.63346903717616,260.98824125359687,5.0,11.5,0.12142296935619891,3.5599536737775876,3.4180467677045288,3.3884606093729075,3.33105587775616,3.386623481559289,3.364972782698999,3.404449937819831,3.4986470267957235
46,circle_xy,False,11.75,0.02,60,10,True,587,0.4636697947726618,12.515563099092105,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.2779343061608338,0.16026215224360496,-0.0012831383364914066,0.11806812874799937,-0.3519014863096559,0.6999254052078979,0.02762631956128739,0.19175030141353452,-0.08538683388148156,0.14224534269663064,0.014832531607522372,0.03618355498769768,259.97782191780743,262.60708329985863,260.5360583030872,262.6097445583417,260.0949906336075,261.90710500420334,259.60635662144307,261.826201156937,True,3.156510599888861,0.4983444030068695,-0.31206660184435014,0.22140483259922722,-0.00046748520295522697,0.12388386553586875,-0.3194655764925083,0.6836283003961834,0.029970013504637984,0.19216725707231047,-0.08266339345063653,0.1779902107869845,0.02154944942754735,0.05005339516131674,260.1490207028294,263.39493383071886,260.6900023754482,263.5074288183859,261.6637196076313,263.2218867419528,259.4377809947958,262.75492035007113,5.0,11.8,0.1261033295128711,2.383661472114746,2.4026397302927514,2.38714223956198,2.3780217575755747,2.256815383488558,2.268686484959452,2.5559627999214394,2.357686945593855
47,circle_xy,False,12.0,0.02,60,10,True,599,0.44463120804516504,12.458705499448115,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.26678251362311584,0.15337578387575748,-0.0009219446343603988,0.11319173813889506,-0.34698496736317935,0.6935403255803875,0.026378375888749316,0.1866385692705379,-0.0813349021208092,0.13405616169706178,0.013490721327137113,0.03387283297421359,259.0216577202065,261.55307972677264,259.56654321944967,261.543242841709,259.10281482597173,260.85691779319257,258.6459948432573,260.79993498584963,True,2.9682941997016314,0.47524839894041776,-0.30149065657840834,0.21255488327556823,0.0005114362325902781,0.11837175903589679,-0.3018516804416045,0.680714512711496,0.028548626824937254,0.18663404128598934,-0.07963268997284124,0.16753978189201915,0.019642979171446768,0.04762410578470748,259.00214769456716,262.1537300988677,259.61263378160726,262.20328448455103,260.44343761479143,261.9045779958397,258.3767112241518,261.4144706262981,5.0,12.0,0.12100051732871762,2.2468632146151273,2.250990757834365,2.251711858102463,2.227509902221491,2.131809142094458,2.0988812789655245,2.4301484606192756,2.21348390780827
48,circle_xy,False,12.25,0.02,60,10,True,612,0.42566127563084705,13.150238500005798,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.14663156723376358,0.25516061004232327,0.000731001406923285,0.10847517478633571,-0.34316565741428107,0.6821467558197993,0.02506198456017441,0.18099300619079256,-0.12558909384867425,0.07628377624887378,-0.012257255612635394,0.031438792211679265,259.80164609819076,258.15317571340603,260.36571687134807,258.1653476614706,259.7873120622386,257.45394060066235,259.3105755190471,257.5211374221918,True,2.8837350001267623,0.44995840881806043,-0.19263571165244397,0.2494195198743778,0.0009304220396149787,0.1188645607556707,-0.2885802091861325,0.6803580571004735,0.0275041705787156,0.18226049907554395,-0.14396098151466197,0.07911834589461657,-0.020785787410179928,0.04322018261576929,261.3623773544393,258.3087524589291,262.2645635442854,258.7585230359114,261.237774004887,259.0560019005212,259.1590328460324,258.60960610739477,5.0,12.2,0.08458385468910931,2.632222766717663,2.3394409115330967,2.351673284968232,2.318652432519807,2.251557160670003,2.2479581226021654,2.2549102140470443,2.437244737337984
