sim_id,trajectory_type,disturbed_inputs,simulation_time (s),time_sample (s),N,M,mpc_success,num_iterations,mpc_RMSe,mpc_execution_time (s),operation,failed_rotors,ang_speed_percentages (%),mpc_min_phi (rad),mpc_max_phi (rad),mpc_mean_phi (rad),mpc_std_phi (rad),mpc_min_theta (rad),mpc_max_theta (rad),mpc_mean_theta (rad),mpc_std_theta (rad),mpc_min_psi (rad),mpc_max_psi (rad),mpc_mean_psi (rad),mpc_std_psi (rad),mpc_max_omega0 (rad/s),mpc_max_omega1 (rad/s),mpc_max_omega2 (rad/s),mpc_max_omega3 (rad/s),mpc_max_omega4 (rad/s),mpc_max_omega5 (rad/s),mpc_max_omega6 (rad/s),mpc_max_omega7 (rad/s),nn_success,nn_execution_time (s),nn_RMSe,nn_min_phi,nn_max_phi,nn_mean_phi,nn_std_phi,nn_min_theta,nn_max_theta,nn_mean_theta,nn_std_theta,nn_min_psi,nn_max_psi,nn_mean_psi,nn_std_psi,nn_max_omega0,nn_max_omega1,nn_max_omega2,nn_max_omega3,nn_max_omega4,nn_max_omega5,nn_max_omega6,nn_max_omega7,radius (m),period (s),inter_position_RMSe,RMSe_u0,RMSe_u1,RMSe_u2,RMSe_u3,RMSe_u4,RMSe_u5,RMSe_u6,RMSe_u7,nn_min_phi (rad),nn_max_phi (rad),nn_mean_phi (rad),nn_std_phi (rad),nn_min_theta (rad),nn_max_theta (rad),nn_mean_theta (rad),nn_std_theta (rad),nn_min_psi (rad),nn_max_psi (rad),nn_mean_psi (rad),nn_std_psi (rad)
11,circle_xy,False,10.0,0.02,60,10,True,499,2.5223331618919818,13.560073000204284,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.710937308807794,0.7118168227398726,-0.01623197026089593,0.5160168594878122,-0.7084164183099451,0.7071831847037685,0.050452964315514846,0.5178631120577997,-0.24053550536022997,0.8513552204806988,0.4644787291676321,0.24093889269437402,281.71444337032045,287.56533102566084,282.51834324499106,282.74929131413217,281.13590459039426,284.37444221053545,282.6837825505627,289.1283034662205,True,2.480718500504736,2.5795459919718717,,,,,,,,,,,,,289.4117504580118,288.6915050228675,282.36464421683866,285.41138489355785,283.4288970766822,287.8122531363477,287.0747116399413,287.65421204765016,3.0,2.8,0.7872048561513612,14.26006421470595,15.685179633617079,14.862096481093177,15.700500998269966,14.1540866518094,15.391443318282075,14.985633525981694,15.443298581306571,-0.662659477879799,0.7536213596304713,0.07737958275043855,0.5149506005081098,-0.6966074936778094,0.7354557688118029,0.00802293114505854,0.49202996002568133,-0.2161668145760412,0.9125852392470414,0.4596036488975082,0.24840080036920548
12,circle_xy,False,10.0,0.02,60,10,True,499,2.3694344606162616,13.868770299828611,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7078545580645519,0.7155279838250889,0.022765160625225857,0.4874009680066276,-0.7053791465625159,0.7084080577369231,-0.07714233218710745,0.5041150286224166,-0.8068908838614697,0.28163180668059346,-0.39303338470764226,0.24339416188822754,286.85504524954115,283.9465218483999,286.7193392154507,280.8884867034457,285.12132595738245,283.6535179995271,286.74614114110653,285.39849900480584,True,2.7004906999645755,2.36200676808742,,,,,,,,,,,,,292.9921562292204,290.1362670947842,295.1384991624842,283.5175492697725,290.38985307337583,287.9533211262511,287.12474022785506,291.1440211423242,3.0,3.0,1.018254129313241,23.013348775576,21.81273850240848,24.31586291731578,21.31625977850083,22.984057125426464,21.36729822683542,24.003049488853623,21.181817782479435,-0.6961631967804705,0.738989485131094,0.0939154621588938,0.4980805375685262,-0.7248742291807999,0.7056876511448918,0.014432015396693216,0.48763227533133124,-0.8639110923710526,0.3095349832989079,-0.39837299098714507,0.24315281701275893
13,circle_xy,False,10.0,0.02,60,10,True,499,2.2988035443447283,13.736221699917223,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7067356496947896,0.7189845572454299,0.02775764293332236,0.4747523783858215,-0.6720466234227089,0.7026704341519726,0.052029832023068365,0.4724977243014318,-0.304244981506377,0.8485332599510428,0.3503853439134979,0.2583048532827313,284.4627124229265,290.2537724864863,285.792990500837,292.71252231880254,278.4383794235509,286.0614602089481,287.863755505615,283.1452221261077,True,2.6101492998132017,2.221359984963042,,,,,,,,,,,,,290.49832926447294,292.01922920060787,287.17054608259804,290.88874590052643,288.2776835734285,291.42929645315587,291.3523112591992,293.3444786829886,3.0,3.2,0.8880408774339301,20.099213600354574,23.16159685422542,21.623312139755203,23.312150077221737,20.92470565826933,22.494114258451994,23.404859175113298,23.366146302792792,-0.7025252904540206,0.747839466996095,0.040047141960844156,0.4787669796516562,-0.6975742681074888,0.6864087907624996,-0.03586621761304747,0.45715476936600424,-0.2597839501349189,0.9499821886629835,0.3358115153572711,0.23173274319968765
14,circle_xy,False,10.0,0.02,60,10,True,499,2.1034590990918645,13.032709800143493,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7160347028568695,0.7040528098096666,-0.05008202939826409,0.4561170896147955,-0.6513110847497335,0.7028533455172408,0.02884979123714078,0.468393057052221,-0.8434065025698032,0.31754003096836686,-0.30531345527761244,0.2439327648817554,286.752377335556,284.4099328424119,285.2623637846054,284.87748508082933,289.61188857182094,284.40666140718054,287.67367290507605,282.95788502239765,True,2.5108606998983305,2.156038224008191,,,,,,,,,,,,,293.679247132338,289.2440971808707,297.1599525008068,290.5481064586981,295.6898679271937,295.26060389047285,294.17496310214653,293.0314987089279,3.0,3.5,0.6082809190593407,14.87396720801539,14.586983561168267,14.896727336440978,14.278492985600773,14.593085421668064,14.113810036080062,15.156769954996362,13.4798799352771,-0.774101196472961,0.6853376323373425,-0.024111217238548633,0.44341455686012615,-0.6859687929034187,0.7089990369916189,0.04386928330404244,0.4498210192546277,-0.9573158978619705,0.26576507838297747,-0.3406369463904738,0.24902573648669388
15,circle_xy,False,10.0,0.02,60,10,True,499,1.9768690546473935,13.097559200134128,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7160261282911896,0.5365297030768723,-0.08733469925876033,0.44522123888203285,-0.7034340977785133,0.6663413427727902,0.022163995346763075,0.4234798955852879,-0.30057890541359655,0.8435486474277955,0.2604732838960307,0.24745554207368115,277.4206338261119,286.134138516722,283.8345540391863,281.06979919812136,286.76458642034936,284.31600479407035,281.768536655457,290.7126234114675,True,2.3358433999528643,2.1432629662287934,,,,,,,,,,,,,287.0985693230212,291.2185765570827,290.99520711980364,291.1864482306589,292.578109180636,293.9651360880987,292.07114316896286,293.72022974668624,3.0,3.8,0.8863551801915879,23.265240995752364,25.38352999172511,23.970272487998596,25.84617964855436,23.269461564800775,24.972028157271197,24.07364793321615,25.639758377071274,-0.6990799271983759,0.7011462760131895,-0.07531948180163138,0.43091719217884156,-0.7180079004965134,0.6989048176341927,-0.06723948208225691,0.44480393037896787,-0.28997783220265394,0.8398543404713286,0.255948378017682,0.2620231786312667
16,circle_xy,False,10.0,0.02,60,10,True,499,1.9036616480665796,12.874884399934672,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7137413288974346,0.520591921758477,-0.0633646493190528,0.4292786302786085,-0.7026617685743008,0.699978248400233,0.0630307079536593,0.3978298038379953,-0.27446109862750206,0.8599759204954756,0.24705663576983633,0.24751405127557535,276.3218424315142,291.60520370288697,279.64474222115865,289.37319945188295,282.1931357626471,283.8349222664937,284.6727958961807,286.3908031642635,True,2.6731752000923734,2.3681937662072845,,,,,,,,,,,,,298.20117429806845,294.4335863782789,301.14538929683914,294.6915355527157,301.14966995686314,298.3664014237381,299.6362072648866,299.07400854376266,3.0,4.0,1.113591439309787,26.428793461234907,25.818061949419576,26.97286342430575,25.33251691441406,25.700730921853093,27.808179833624962,25.38975821795526,27.784785668072317,-0.7134923547487357,0.5858070007603587,-0.1515767292564495,0.45671668191222853,-0.6929881811728028,0.7010452138543113,0.06421941992924797,0.42354987981554376,-0.3096925279469782,0.8384446993297826,0.2046988650603327,0.3593270455429496
17,circle_xy,False,10.0,0.02,60,10,True,499,1.7289503780078155,12.893915199965704,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.6155475209417642,0.7161166416788003,0.046742694626465825,0.40114595186339536,-0.7008035445134736,0.6885458228750267,-0.044794094872848744,0.4031545541443676,-0.2817936975049045,0.8361391079904278,0.21967629342917033,0.226730587374985,286.8517392210973,292.1458887688198,285.27567405798095,290.50260105145634,285.1362941107554,291.7708711803965,286.71540330216516,293.45379097929316,True,2.484768900234485,1.7008783228332707,,,,,,,,,,,,,293.529965103471,294.60745110618933,291.8551208318138,293.7385869419823,288.3048493207332,294.342059078019,293.5361671620396,295.4567910932451,3.0,4.2,0.35817388006574935,11.435891068356833,11.916292455037924,11.580147035116896,12.171315796708575,11.351403739910479,11.673766396166,11.715736257107533,11.85127955955096,-0.48513593335010263,0.716784598280825,0.04289612890542694,0.38840833980235867,-0.6938101529993752,0.6506626391018111,-0.05428018811650641,0.40016430174870976,-0.22255605090607983,0.7559330897405157,0.20795470807747912,0.18457791554998815
18,circle_xy,False,10.0,0.02,60,10,True,499,1.4674419475646774,12.028788100433303,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7069191062102528,0.6646483403914214,-0.044843337596448825,0.3959779003556473,-0.6267839362667567,0.6953817041658829,0.050031612175971504,0.3629779300849605,-0.2617439657366348,0.7049959397988428,0.18843510820638928,0.19071310743236766,281.5682487790425,287.6101356609052,282.6831752869541,288.61388683636983,283.7285228169031,287.63528434063505,281.43575564078725,286.62910440260595,True,2.6871242999914102,2.038779279639176,,,,,,,,,,,,,285.71649512869277,293.3847706101625,293.6470590071223,292.5339980360914,290.384335111961,294.35525873742984,288.1652177853377,294.96070857225084,3.0,4.5,0.8632267355739702,18.504303699084414,19.778197447161023,18.1676735639954,20.031659658043306,18.34440359773049,20.609823387724198,18.381904546746647,19.982682732846857,-0.695521600036987,0.7044612942229543,-0.011229918329128574,0.4228830726702676,-0.6647505563227365,0.6999328344066639,0.06110519710909185,0.4057608738403038,-0.504019646901341,0.8074328711212159,0.19491886372439235,0.33386425617150994
19,circle_xy,False,10.0,0.02,60,10,True,499,1.2576063758570308,11.382889799773693,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.7044023769464488,0.6393431124942911,-0.023663401190593562,0.37234755568315314,-0.5597972536070236,0.6957270210415917,0.057892167274747726,0.33818431514497727,-0.24365073524232705,0.6024249057875339,0.15167649908890132,0.1643850177756402,278.4996037858997,284.5662495233093,279.65679127480314,285.5140754898546,279.7698077441945,284.82340313182107,278.61308977804947,283.8732633304464,True,2.731984899874078,1.6674806777406688,,,,,,,,,,,,,282.50444352927013,289.9205290513115,288.2875689156695,288.8210982334019,287.7664647249116,289.62055439730267,284.66355259994367,289.86423518225524,3.0,4.8,0.6207815576270721,15.200882967673891,15.401026001286395,13.896966572588953,15.466698196260081,14.979859007945937,15.700137668463631,14.333140995182093,15.352571114216811,-0.6658290669581529,0.6580233473609183,-0.019203446321964784,0.3960418082526985,-0.6466138320046497,0.6995468242928226,0.05354976296253831,0.3584164197521816,-0.31166973914277035,0.702835912518977,0.1741074690667703,0.25117840608231196
20,circle_xy,False,10.0,0.02,60,10,True,499,1.1031869884400596,11.425689499621512,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.6984331494365594,0.566948317380849,-0.0032099533866790787,0.3390605899295951,-0.6965950437506103,0.5098746413153366,-0.051893871661169495,0.3326799440138904,-0.5384303718632483,0.22453234304405692,-0.12639100075747808,0.14519591933558265,281.9661064906718,276.23067613214533,282.04493234355965,276.92718940965824,282.88024002032637,277.4855067199728,282.7913274993537,276.7903948299901,True,2.4053915995464195,1.0807542733653868,,,,,,,,,,,,,275.3182373473063,270.3497379260707,274.3269827171974,269.730956734911,277.37688864313367,271.3023998144695,274.818087596331,271.74851951494276,3.0,5.0,0.20030276688340778,5.935007278543213,4.860246536939527,6.213334611074399,5.439553703051216,5.986847107561993,5.263473993697035,5.942531909630036,4.926690767028724,-0.6549162499544098,0.4857358339637379,-0.006240766305460664,0.3217596473498284,-0.6656559934155014,0.5079532693547094,-0.04404515833495962,0.3349755800948993,-0.544564107133501,0.1669026070009078,-0.1401233121298202,0.13747013908673777
21,circle_xy,False,10.0,0.02,60,10,True,499,0.9849181382267057,11.036251099896617,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.488299943494151,0.6636297014088226,-0.012834019832797026,0.31476746198581956,-0.697643638885298,0.4751180311790608,-0.04027775315153473,0.3202178427414692,-0.20722398571138828,0.5012377875137507,0.11128432974407185,0.12857764082648002,275.2866285712663,280.35954045440076,274.56231779679825,279.86913908311254,274.48286156271655,280.3476126706922,275.2073848574148,280.82187049910436,True,2.476753599883523,1.02707094729141,,,,,,,,,,,,,272.4466133174901,276.8873578111626,272.23161504401264,278.8617774260311,272.75795066302777,280.31679218743994,273.3386723665608,278.48861226517977,3.0,5.2,0.2762214754440006,7.67433090898458,8.413116651223945,7.208503428012816,8.176229837708778,7.536101852972106,7.7321812843071624,7.442869275562447,8.006865174956442,-0.48584015899513044,0.6676761659034475,-0.018767567309719346,0.3223114131967022,-0.668779904112448,0.49900743929153674,-0.03246300655897974,0.318037074197369,-0.17666258546450703,0.446631350922262,0.12505031081689164,0.11953805530749965
22,circle_xy,False,10.0,0.02,60,10,True,499,0.8841716847973041,10.8079312996706,normal,nan,100.0-100.0-100.0-100.0-100.0-100.0-100.0-100.0,-0.44482755580227024,0.6198664558458591,-0.021763827884893266,0.30180045344935197,-0.45156957021286925,0.6948099220343863,0.024278419323922003,0.29945424570196333,-0.44629312394423776,0.19363100333173683,-0.09801293086335222,0.11378432432684578,277.4114305757806,272.41319026415,277.4969500888182,271.97182569207047,276.92649801849234,271.5475229771134,276.83398915372123,271.98667684658346,True,2.6699291998520494,0.9988639852105264,,,,,,,,,,,,,280.8264291502914,278.0046469378802,284.2406898588056,276.15144829848816,280.27052034580345,277.33249382691565,280.63995684905694,278.8383574315428,3.0,5.5,0.2202057064882483,4.663308431449918,4.024109144940607,4.788497687579157,3.963699447059964,4.299838526960988,4.116253054204482,4.83745945578362,4.274374144066556,-0.587510050409786,0.5971651952110183,-0.02201834849861271,0.31704369534765586,-0.5297407025868894,0.6930769409472497,0.02713131480488544,0.29554355444286645,-0.5538467624699057,0.15769861305770108,-0.12075541390172378,0.1315269228199655
